job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
QA Engineer,,Administration,Chief,2024-05-05,2024-06-18,2024-06-18,Ventes,Télétravail,2-9 ans,None,0,Temporaire,3,"As Chief QA Engineer, you'll manage strategic projects. En tant que Chief QA Engineer, vous serez amené à gérer l’équipe. Contrat: Temporaire. Localisation: Télétravail. Département: Engineering.","Voiture de fonction, Prime performance, Formation continue",393629,"C++, Kubernetes, Cloud Computing, Java"
Social Media Mgr,,Business Development,Mid,08 June 2024,2024-06-17,2024-06-17,RH,Tizi Ouzou,8-9 ans,Bac,12,Freelance,2,"Profil recherché (EN):
Responsabilités: Leadership, Strategic Planning, SEO, Negotiation
Profil:
- Communication
- Java
Compétences: SQL; Digital Marketing; Technical Writing; Compliance
Avantages:
- Network Security
- Compliance
","Voiture de fonction, Ticket Restaurant, Horaires flexibles",379560,"Social Media, Email Marketing, Content Strategy, SEO, Brand Management, Campaign Planning, Public Relations"
Financial Analyst,,Training,Chief,24/01/2025,16/04/2025,2025-04-16,Marketing,Alger,5-8 ans,Doctorat,20,CDD,2,"Contrat: CDD. Localisation: Alger. Département: Sales. As Chief Financial Analyst, you'll manage innovative projects. En tant que Chief Financial Analyst, vous serez amené à superviser les systèmes.",Participation bénéfices,550366,"SAP, Accounting, Forecasting, Audit, Budgeting"
Chem. Engineer,,Compliance,Junior,26/03/2025,21/05/2025,2025-05-21,Ingénierie,Annaba,8-13 ans,Bac,12,Freelance,5,"Profil recherché (EN):
Responsabilités:
- Compliance
- Network Security
Profil: Cloud; Blockchain; Technical Writing
Compétences: Research, UX/UI, Network Security
Avantages:
- Strategic Planning
- Technical Writing
","Horaires flexibles, Formation continue",490176,"Kubernetes, Docker, Python, Cloud Computing, Network Security, Java, Machine Learning"
Researcher,,Public Relations,Senior,"Feb 09, 2025",12 April 2025,2025-04-12,Admin,Constantine,10-19 ans,None,0,Volontariat,10,"En tant que Senior Researcher, vous serez amené à gérer l’équipe. As Senior Researcher, you'll manage innovative projects. Contrat: Volontariat. Localisation: Constantine. Département: IT.",Participation bénéfices,396826,"Pharmacovigilance, Patient Care, Medical Terminology, Clinical Trials"
Business Analyst,,Compliance,Lead,"Feb 13, 2025",2025-03-20,2025-03-20,Ingénierie,Ghardaïa,3-11 ans,Master,18,CDD,3,"Profil recherché (FR):
Responsabilités:
- Network Security
- Organization
- Customer Service
- SEO
Profil: Organization; CAD
Compétences:
- Coordination
- Compliance
- Digital Marketing
- SQL
Avantages:
- Digital Marketing
- Excel
","Participation bénéfices, Télétravail partiel, Ticket Restaurant",456901,"Budgeting, SAP, Investment Strategies, Audit, Accounting, Financial Analysis, Excel"
Restaurant Manager,,Corporate Affairs,Lead,2024-10-10,24 October 2024,2024-10-24,Informatique,Saïda,5-5 ans,Bac,12,Freelance,3,"En tant que Lead Restaurant Manager, vous serez amené à développer l’équipe. Expérience requise: 5-5 ans. Éducation: Bac, 12 ans. Contrat: Freelance. Localisation: Saïda. Département: HR.",Télétravail partiel,224234,"Logistics, Quality Control, Process Optimization, Lean Management, Inventory Control"
Supply Chain Analyst,,Compliance,Senior,"Apr 15, 2025",2025-05-08,2025-05-08,Admin,Tlemcen,9-19 ans,Bac,12,Temps partiel,10,"Profil recherché (MIX):
Responsabilités:
- Machine Learning
- Blockchain
- UX/UI
- Research
Profil: SEO; Java; Negotiation; Project Mgmt; Network Security
Compétences:
- Python
- Negotiation
Avantages: Coordination; Research; Teamwork; CAD; Python
",,289943,"Risk Management, Accounting, SAP, Audit"
Data Engineer,,Data Science,Senior,05/10/2024,15/11/2024,2024-11-15,Santé,Oran,5-9 ans,Doctorat,20,CDD,3,"Profil recherché (EN):
Responsabilités: Strategic Planning, Network Security
Profil:
- Strategic Planning
- Excel
Compétences:
- SQL
- Budgeting
- Excel
- Technical Writing
Avantages: Graphic Design, Digital Marketing, Excel
","Horaires flexibles, Voiture de fonction",521053,"C++, Network Security, Docker, Cloud Computing, Java, Python, DevOps"
Sales Rep,,Technical Support,Mid,"May 09, 2024",2024-08-05,2024-08-05,Informatique,Alger,0-3 ans,Licence,16,Freelance,3,"Expérience requise: 0-3 ans. Éducation: Licence, 16 ans. En tant que Mid Sales Rep, vous serez amené à développer les systèmes. As Mid Sales Rep, you'll manage critical projects.",Assurance santé,615137,"Problem Solving, Critical Thinking, Communication, Adaptability"
Cloud Architect,,Technical Support,Chief,16/03/2025,02/06/2025,2025-06-02,Marketing,El Oued,8-11 ans,Bac,12,Stage,1,"Expérience requise: 8-11 ans. Éducation: Bac, 12 ans. As Chief Cloud Architect, you'll design innovative projects. En tant que Chief Cloud Architect, vous serez amené à gérer les relations clients.",,658158,"Python, SQL, Cloud Computing, Java"
Civil Engineer,,IT Support,Mid,2024-04-29,2024-05-26,2024-05-26,Juridique,Sétif,10-18 ans,Doctorat,20,Stage,3,"Profil recherché (FR):
Responsabilités: Excel; SQL; Negotiation; Python
Profil:
- Data Analysis
- Communication
- Cloud
- Organization
Compétences: UX/UI; SQL; Data Analysis; Graphic Design
Avantages: SQL, Java, Budgeting
",,446050,"C++, Docker, Java, Cloud Computing, Kubernetes"
Network Admin,,Customer Success,Junior,11 April 2025,2025-05-08,2025-05-08,Admin,Blida,5-13 ans,None,0,Temporaire,2,"Profil recherché (EN):
Responsabilités: Communication, CAD, Negotiation, Budgeting, Maintenance
Profil: Communication, CAD
Compétences:
- Digital Marketing
- Negotiation
- Cloud
Avantages:
- Data Analysis
- Java
","Voiture de fonction, Télétravail partiel, Assurance santé",461966,"DevOps, Docker, Kubernetes, Cloud Computing, Network Security, SQL"
Security Officer,,Investor Relations,Junior,02/03/2025,12 April 2025,2025-04-12,Finance,El Oued,5-7 ans,Licence,16,Volontariat,2,"Profil recherché (FR):
Responsabilités: Project Mgmt, Budgeting
Profil: CAD, Communication, Maintenance, Project Mgmt, Technical Writing
Compétences: Digital Marketing, CAD, Leadership, Blockchain
Avantages: Excel; Graphic Design; Communication; Python; Research
",,487960,"Kubernetes, Java, Python, Cloud Computing, Machine Learning, Docker"
Project Manager,,Business Development,Junior,29/12/2024,31 January 2025,2025-01-31,Admin,El Oued,4-9 ans,Master,18,CDI,1,"Contrat: CDI. Localisation: El Oued. Département: Engineering. En tant que Junior Project Manager, vous serez amené à superviser les relations clients. Expérience requise: 4-9 ans. Éducation: Master, 18 ans.",Ticket Restaurant,457949,"Quality Control, Inventory Control, Logistics, Process Optimization, Supply Chain Management, Lean Management"
Network Admin,,Quality Assurance,Senior,16/11/2024,01/12/2024,2024-12-01,Juridique,Saïda,1-11 ans,Master,18,Alternance,5,"As Senior Network Admin, you'll design strategic projects. En tant que Senior Network Admin, vous serez amené à coordonner les relations clients. Contrat: Alternance. Localisation: Saïda. Département: Operations.",,542391,"DevOps, Machine Learning, Java, SQL, Cloud Computing, Python, C++"
Event Planner,,Data Science,Lead,2024-07-31,2024-10-06,2024-10-06,Admin,Blida,1-11 ans,Bac,12,Temps plein,1,"Profil recherché (MIX):
Responsabilités: Network Security; Excel
Profil: Network Security, Customer Service, SEO
Compétences: SEO; Strategic Planning; SQL; Graphic Design
Avantages: Java, Digital Marketing, Maintenance
",,889768,"Problem Solving, Critical Thinking, Time Management, Teamwork, Communication, Adaptability"
Video Editor,,Corporate Affairs,Junior,10 November 2024,2025-01-25,2025-01-25,Finance,Tlemcen,9-12 ans,Master,18,CDD,3,"Profil recherché (EN):
Responsabilités:
- Teamwork
- SQL
- Graphic Design
- Negotiation
Profil: Strategic Planning, Research, Coordination
Compétences: Excel, Customer Service
Avantages: Strategic Planning; Negotiation; Leadership; Budgeting; Digital Marketing
",,453121,"SQL, Network Security, Java, Python, DevOps, Docker, C++"
Logistics Coord.,,Data Science,Mid,2025-03-21,2025-04-26,2025-04-26,RH,Alger,3-8 ans,Master,18,Temporaire,2,"Profil recherché (EN):
Responsabilités:
- Technical Writing
- Logistics
- Coordination
- Communication
- Leadership
Profil: Graphic Design; Strategic Planning; Machine Learning; Java
Compétences: Customer Service; CAD
Avantages: Budgeting, Python
","Formation continue, Horaires flexibles, Assurance santé",829633,"Inventory Control, Logistics, Quality Control, Lean Management, Process Optimization, Supply Chain Management"
AI Ethics Consultant,,Logistics,Chief,17/09/2024,15/11/2024,2024-11-15,Marketing,Oran,1-1 ans,Licence,16,CDD,2,"As Chief AI Ethics Consultant, you'll design strategic projects. Expérience requise: 1-1 ans. Éducation: Licence, 16 ans. Contrat: CDD. Localisation: Oran. Département: Legal.",,279516,"Adaptability, Critical Thinking, Teamwork, Time Management, Problem Solving, Communication"
Social Media Mgr,,Procurement,Chief,"Oct 11, 2024",15/11/2024,2024-11-15,Juridique,Sétif,0-9 ans,Doctorat,20,Alternance,1,"Profil recherché (FR):
Responsabilités:
- Communication
- Maintenance
- Cloud
Profil: Organization; Teamwork; Technical Writing; Data Analysis
Compétences: Leadership; Teamwork
Avantages: Communication; Machine Learning; Data Analysis; Technical Writing; Blockchain
","Horaires flexibles, Participation bénéfices, Assurance santé",295066,"Social Media, Google Analytics, Content Strategy, Public Relations"
Restaurant Manager,,Product,Chief,"Aug 08, 2024",20 August 2024,2024-08-20,Logistique,Tlemcen,10-12 ans,Licence,16,CDI,5,"Expérience requise: 10-12 ans. Éducation: Licence, 16 ans. En tant que Chief Restaurant Manager, vous serez amené à gérer les relations clients. As Chief Restaurant Manager, you'll manage strategic projects.",Télétravail partiel,355645,"Inventory Control, Supply Chain Management, Logistics, Process Optimization"
Software Engineer,,Compliance,Chief,17 June 2024,29 July 2024,2024-07-29,Santé,Télétravail,8-10 ans,Master,18,Temps plein,3,"Expérience requise: 8-10 ans. Éducation: Master, 18 ans. En tant que Chief Software Engineer, vous serez amené à gérer les systèmes. Contrat: Temps plein. Localisation: Télétravail. Département: Sales.","Prime performance, Voiture de fonction",676949,"Network Security, Java, Python, Cloud Computing, C++"
PR Officer,,Risk Management,Chief,24/05/2024,22 June 2024,2024-06-22,Logistique,Hybride,8-16 ans,Licence,16,Freelance,3,"Contrat: Freelance. Localisation: Hybride. Département: Legal. En tant que Chief PR Officer, vous serez amené à coordonner les relations clients. As Chief PR Officer, you'll manage critical projects.",Participation bénéfices,851849,"Adaptability, Time Management, Problem Solving, Teamwork, Communication, Critical Thinking"
UX Designer,,Product,Junior,25/10/2024,10 January 2025,2025-01-10,Santé,El Oued,6-9 ans,Master,18,Stage,2,"En tant que Junior UX Designer, vous serez amené à gérer les processus. As Junior UX Designer, you'll design critical projects. Contrat: Stage. Localisation: El Oued. Département: Finance.","Voiture de fonction, Ticket Restaurant, Prime performance",312134,"Typography, Figma, Illustrator, Prototyping"
CMO,,Strategy,Junior,08/07/2024,25/09/2024,2024-09-25,Santé,Constantine,10-13 ans,Bac,12,Temporaire,10,"Contrat: Temporaire. Localisation: Constantine. Département: Finance. Expérience requise: 10-13 ans. Éducation: Bac, 12 ans. As Junior CMO, you'll perform key projects.",,880996,"Teamwork, Problem Solving, Adaptability, Time Management, Communication, Critical Thinking"
Software Engineer,,Public Relations,Junior,"Feb 01, 2025",16 March 2025,2025-03-16,Ingénierie,Béjaïa,7-7 ans,Doctorat,20,Freelance,5,"Profil recherché (FR):
Responsabilités: Compliance; Java; Network Security; Cloud; Teamwork
Profil: Coordination, SEO
Compétences: Teamwork, SEO, Python, Budgeting
Avantages: Network Security; Graphic Design; Negotiation
","Formation continue, Prime performance, Télétravail partiel",347742,"Machine Learning, Python, C++, Network Security, Cloud Computing"
AI Ethics Consultant,,Compliance,Mid,2025-01-06,06/04/2025,2025-04-06,Ventes,Oran,9-11 ans,Master,18,CDI,10,"Profil recherché (EN):
Responsabilités: Coordination, Compliance, Research
Profil: Communication, Data Analysis
Compétences:
- Cloud
- Customer Service
- Technical Writing
- UX/UI
Avantages: Cloud; Excel; Research; Compliance
",Formation continue,626116,"Teamwork, Communication, Critical Thinking, Adaptability, Time Management, Problem Solving"
App Developer,,Public Relations,Mid,2025-02-14,2025-03-07,2025-03-07,Santé,Ghardaïa,2-8 ans,Master,18,Volontariat,10,"Profil recherché (EN):
Responsabilités: Cloud; Blockchain; Excel
Profil:
- Network Security
- Communication
Compétences: Customer Service; Technical Writing; Excel; CAD; Data Analysis
Avantages: Organization; Python; Excel; Graphic Design; CAD
","Participation bénéfices, Horaires flexibles",368831,"SQL, Cloud Computing, Machine Learning, DevOps, Java"
Operations Manager,,Technical Support,Chief,"Jun 14, 2024",27/07/2024,2024-07-27,RH,Télétravail,9-14 ans,Licence,16,CDD,3,"Profil recherché (EN):
Responsabilités: Communication; Cloud; Compliance
Profil:
- Maintenance
- Digital Marketing
- Graphic Design
- Blockchain
- Cloud
Compétences: Machine Learning, SEO, Digital Marketing, Maintenance, Organization
Avantages: Customer Service; Maintenance; Budgeting; Strategic Planning
","Voiture de fonction, Télétravail partiel, Ticket Restaurant",436507,"Logistics, Quality Control, Supply Chain Management, Process Optimization, Lean Management, Inventory Control"
Exec. Assistant,,Research & Development,Mid,19 July 2024,22 August 2024,2024-08-22,Ventes,Alger,4-4 ans,Master,18,Freelance,1,"Contrat: Freelance. Localisation: Alger. Département: Legal. Expérience requise: 4-4 ans. Éducation: Master, 18 ans. As Mid Exec. Assistant, you'll manage key projects.",Horaires flexibles,274648,"Data Entry, Customer Service, Document Control, Office Management, Scheduling"
Logistics Coord.,,Compliance,Junior,25/08/2024,2024-09-08,2024-09-08,Ingénierie,Télétravail,8-11 ans,Bac,12,CDI,3,"Profil recherché (EN):
Responsabilités:
- Project Mgmt
- SEO
- Python
- Logistics
- UX/UI
Profil:
- Blockchain
- CAD
- Excel
- SEO
- Digital Marketing
Compétences:
- Compliance
- Teamwork
- Budgeting
- CAD
Avantages:
- Customer Service
- Blockchain
","Horaires flexibles, Formation continue",602574,"Supply Chain Management, Logistics, Inventory Control, Lean Management, Process Optimization, Quality Control"
Social Media Mgr,,Risk Management,Lead,07 August 2024,14/08/2024,2024-08-14,Ingénierie,Sétif,6-14 ans,Licence,16,Freelance,2,"Profil recherché (EN):
Responsabilités: SQL, Leadership
Profil:
- Negotiation
- CAD
Compétences:
- Machine Learning
- Data Analysis
- CAD
- Negotiation
- Python
Avantages:
- Customer Service
- CAD
- Logistics
- Research
- Communication
",Prime performance,498660,"Content Strategy, Google Analytics, Public Relations, Email Marketing, SEO, Brand Management"
PR Officer,,Administration,Chief,"Nov 28, 2024",21/01/2025,2025-01-21,Santé,El Oued,7-13 ans,Bac,12,Temps partiel,5,"Profil recherché (MIX):
Responsabilités: SEO, Research, Excel, Project Mgmt
Profil: Maintenance; SQL
Compétences: Cloud, Customer Service, Coordination
Avantages: Excel; CAD; SQL; UX/UI
",Participation bénéfices,154642,"Adaptability, Problem Solving, Time Management, Teamwork, Communication"
Civil Engineer,,Strategy,Senior,2025-01-20,08/03/2025,2025-03-08,Juridique,Béjaïa,8-11 ans,Bac,12,Freelance,5,"En tant que Senior Civil Engineer, vous serez amené à superviser les processus. Contrat: Freelance. Localisation: Béjaïa. Département: Sales. As Senior Civil Engineer, you'll lead critical projects.",Horaires flexibles,490072,"Kubernetes, Python, C++, Docker, DevOps, Java"
Graphic Designer,,Compliance,Junior,2024-10-02,2024-11-26,2024-11-26,Finance,El Oued,0-5 ans,Doctorat,20,Freelance,10,"Expérience requise: 0-5 ans. Éducation: Doctorat, 20 ans. En tant que Junior Graphic Designer, vous serez amené à gérer les relations clients. Contrat: Freelance. Localisation: El Oued. Département: IT.","Prime performance, Voiture de fonction",257078,"UX Research, Sketch, Adobe Photoshop, Figma"
Video Editor,,Business Development,Lead,18 March 2025,21/05/2025,2025-05-21,Admin,Hybride,6-10 ans,Bac,12,Temps plein,3,"En tant que Lead Video Editor, vous serez amené à développer les systèmes. As Lead Video Editor, you'll manage innovative projects. Contrat: Temps plein. Localisation: Hybride. Département: HR.",,560370,"SQL, Network Security, Java, Python, DevOps, Docker"
Restaurant Manager,,Strategy,Mid,"Sep 24, 2024",2024-10-01,2024-10-01,Ventes,Béjaïa,1-6 ans,Master,18,Freelance,5,"Contrat: Freelance. Localisation: Béjaïa. Département: Legal. As Mid Restaurant Manager, you'll design critical projects. En tant que Mid Restaurant Manager, vous serez amené à superviser l’équipe.",,504255,"Supply Chain Management, Process Optimization, Quality Control, Logistics, Lean Management"
Network Admin,,Procurement,Junior,2024-08-21,2024-09-26,2024-09-26,RH,Blida,6-10 ans,Doctorat,20,Stage,1,"Expérience requise: 6-10 ans. Éducation: Doctorat, 20 ans. Contrat: Stage. Localisation: Blida. Département: Finance. En tant que Junior Network Admin, vous serez amené à gérer les processus.",Télétravail partiel,603040,"Cloud Computing, SQL, DevOps, Docker, Machine Learning"
AI Ethics Consultant,,IT Support,Lead,"Dec 08, 2024",18/02/2025,2025-02-18,Ventes,Sétif,8-9 ans,Licence,16,Temporaire,3,"Profil recherché (FR):
Responsabilités: SEO, CAD, Technical Writing, Compliance, Data Analysis
Profil:
- Network Security
- Cloud
- Negotiation
- Compliance
- Graphic Design
Compétences: Research, CAD
Avantages: SQL; SEO; Cloud
",,219433,"Adaptability, Teamwork, Problem Solving, Time Management"
Digital Marketer,,Design,Chief,2024-11-05,2024-12-26,2024-12-26,Marketing,Alger,4-13 ans,Doctorat,20,Temps partiel,10,"As Chief Digital Marketer, you'll lead strategic projects. Expérience requise: 4-13 ans. Éducation: Doctorat, 20 ans. Contrat: Temps partiel. Localisation: Alger. Département: Marketing.",,370680,"Machine Learning, DevOps, Cloud Computing, Java, Python, Docker, Network Security"
Data Scientist,,Customer Success,Chief,20/05/2024,2024-08-07,2024-08-07,RH,Blida,9-12 ans,Doctorat,20,Volontariat,2,"Profil recherché (EN):
Responsabilités:
- Budgeting
- Blockchain
- Coordination
- Graphic Design
- Data Analysis
Profil: Java; Machine Learning; Blockchain
Compétences: Research; Network Security; SQL; Blockchain
Avantages:
- Blockchain
- Communication
- Strategic Planning
",,892631,"Kubernetes, Java, Machine Learning, Network Security, DevOps, Docker, Cloud Computing"
Data Engineer,,Compliance,Senior,02 May 2024,26 July 2024,2024-07-26,Admin,Annaba,5-10 ans,None,0,Freelance,2,"Contrat: Freelance. Localisation: Annaba. Département: Engineering. As Senior Data Engineer, you'll manage key projects. Expérience requise: 5-10 ans. Éducation: None, 0 ans.","Formation continue, Horaires flexibles, Ticket Restaurant",850073,"DevOps, Python, Network Security, Kubernetes, C++, Docker, Java"
Data Scientist,,Logistics,Senior,"Jun 18, 2024",2024-07-24,2024-07-24,Logistique,Ghardaïa,2-4 ans,Doctorat,20,CDI,1,"Contrat: CDI. Localisation: Ghardaïa. Département: Finance. En tant que Senior Data Scientist, vous serez amené à coordonner les processus. Expérience requise: 2-4 ans. Éducation: Doctorat, 20 ans.",,707683,"SQL, Docker, Python, Cloud Computing, C++"
Bioengineer,,Customer Success,Junior,20/09/2024,22/11/2024,2024-11-22,Finance,Tizi Ouzou,6-11 ans,Doctorat,20,Stage,3,"Profil recherché (MIX):
Responsabilités:
- Blockchain
- Maintenance
- SEO
- Technical Writing
- Teamwork
Profil: Logistics, Maintenance, Excel, CAD
Compétences: Project Mgmt, Excel, Coordination
Avantages:
- Teamwork
- Machine Learning
",,680220,"Machine Learning, DevOps, Python, Java, Kubernetes"
Content Writer,,Health & Safety,Senior,2025-01-11,31/03/2025,2025-03-31,Santé,Sétif,8-14 ans,None,0,Freelance,3,"Contrat: Freelance. Localisation: Sétif. Département: Finance. As Senior Content Writer, you'll perform critical projects. Expérience requise: 8-14 ans. Éducation: None, 0 ans.","Participation bénéfices, Voiture de fonction, Ticket Restaurant",601497,"Machine Learning, Cloud Computing, C++, Kubernetes, SQL, Network Security, Docker"
HR Coordinator,,Logistics,Chief,22 October 2024,03 December 2024,2024-12-03,Ventes,Oran,9-18 ans,Doctorat,20,Volontariat,10,"Profil recherché (MIX):
Responsabilités: UX/UI, Research
Profil:
- Teamwork
- Project Mgmt
- Organization
- Strategic Planning
Compétences:
- Python
- Digital Marketing
- Machine Learning
- Project Mgmt
- Organization
Avantages:
- Graphic Design
- Project Mgmt
- Teamwork
- Python
- Negotiation
","Télétravail partiel, Formation continue",416219,"Recruitment, Payroll, HRIS, Performance Management"
Logistics Coord.,,Risk Management,Senior,19/09/2024,2024-09-30,2024-09-30,Juridique,Alger,5-8 ans,Doctorat,20,Temps partiel,10,"As Senior Logistics Coord., you'll design innovative projects. Contrat: Temps partiel. Localisation: Alger. Département: Marketing. En tant que Senior Logistics Coord., vous serez amené à superviser l’équipe.","Participation bénéfices, Assurance santé, Formation continue",255439,"Quality Control, Lean Management, Logistics, Supply Chain Management"
Bioengineer,,Health & Safety,Junior,09 January 2025,23 February 2025,2025-02-23,Santé,Hybride,0-3 ans,Bac,12,CDI,2,"As Junior Bioengineer, you'll lead strategic projects. En tant que Junior Bioengineer, vous serez amené à superviser les systèmes. Expérience requise: 0-3 ans. Éducation: Bac, 12 ans.",Horaires flexibles,486865,"Kubernetes, Machine Learning, Cloud Computing, SQL"
Operations Manager,,Training,Lead,08/01/2025,26/01/2025,2025-01-26,Ingénierie,Télétravail,2-8 ans,Doctorat,20,Alternance,10,"Profil recherché (EN):
Responsabilités: Technical Writing; Graphic Design; SEO; Blockchain
Profil: Teamwork, Organization, Digital Marketing
Compétences:
- Research
- Graphic Design
Avantages: Project Mgmt, Maintenance, Negotiation
",Ticket Restaurant,565615,"Inventory Control, Quality Control, Supply Chain Management, Lean Management, Process Optimization, Logistics"
QA Engineer,,Administration,Mid,13 April 2025,26 June 2025,2025-06-26,Ventes,Saïda,10-10 ans,None,0,Temps plein,10,"En tant que Mid QA Engineer, vous serez amené à coordonner les processus. As Mid QA Engineer, you'll manage strategic projects. Expérience requise: 10-10 ans. Éducation: None, 0 ans.",Participation bénéfices,701307,"Python, Machine Learning, C++, SQL"
Researcher,,Administration,Mid,"May 27, 2024",13/08/2024,2024-08-13,Finance,Sétif,4-12 ans,Licence,16,Temps plein,5,"Contrat: Temps plein. Localisation: Sétif. Département: HR. En tant que Mid Researcher, vous serez amené à développer l’équipe. Expérience requise: 4-12 ans. Éducation: Licence, 16 ans.","Participation bénéfices, Prime performance, Assurance santé",436731,"Patient Care, HIPAA Compliance, Medical Terminology, Clinical Trials"
Network Admin,,Logistics,Senior,14/09/2024,25 November 2024,2024-11-25,Informatique,Tizi Ouzou,5-15 ans,Doctorat,20,Temporaire,3,"As Senior Network Admin, you'll design key projects. En tant que Senior Network Admin, vous serez amené à coordonner les systèmes. Expérience requise: 5-15 ans. Éducation: Doctorat, 20 ans.",,428872,"Cloud Computing, Python, SQL, Machine Learning"
Env. Consultant,,Compliance,Junior,12 September 2024,07 October 2024,2024-10-07,Finance,Oran,4-11 ans,Master,18,Stage,5,"Profil recherché (MIX):
Responsabilités: UX/UI, Excel, CAD
Profil:
- Blockchain
- Organization
- Maintenance
- Network Security
- Data Analysis
Compétences: Leadership, Excel, Digital Marketing
Avantages: Java; Project Mgmt; Negotiation; Cloud; SQL
",,370001,"Teamwork, Problem Solving, Communication, Time Management, Adaptability"
Bioengineer,,Health & Safety,Mid,17 August 2024,19 October 2024,2024-10-19,Logistique,Annaba,10-20 ans,Licence,16,CDD,1,"Contrat: CDD. Localisation: Annaba. Département: Marketing. Expérience requise: 10-20 ans. Éducation: Licence, 16 ans. As Mid Bioengineer, you'll manage key projects.",,767626,"Java, C++, SQL, Network Security, Cloud Computing, DevOps"
Med. Rep,,Administration,Junior,08 June 2024,12 August 2024,2024-08-12,Juridique,Constantine,3-3 ans,Licence,16,Temporaire,5,"Expérience requise: 3-3 ans. Éducation: Licence, 16 ans. En tant que Junior Med. Rep, vous serez amené à coordonner les processus. As Junior Med. Rep, you'll lead strategic projects.",Voiture de fonction,387081,"Problem Solving, Time Management, Adaptability, Teamwork, Critical Thinking, Communication"
Pharmacist,,Public Relations,Chief,"Jun 12, 2024",15 July 2024,2024-07-15,Admin,Béjaïa,9-19 ans,Licence,16,CDD,1,"Profil recherché (MIX):
Responsabilités: Teamwork; Coordination; Budgeting; Organization
Profil: Blockchain, Maintenance, UX/UI
Compétences:
- Data Analysis
- Digital Marketing
Avantages:
- Maintenance
- Python
- Technical Writing
- Compliance
- Customer Service
",,367753,"Patient Care, Medical Terminology, Pharmacovigilance, HIPAA Compliance, Clinical Trials"
Software Engineer,,Administration,Chief,"Dec 19, 2024",2025-03-16,2025-03-16,Informatique,Tlemcen,5-9 ans,Bac,12,Stage,10,"Profil recherché (MIX):
Responsabilités: Maintenance; Cloud; Teamwork; Research; Compliance
Profil: CAD, Strategic Planning, Negotiation, Logistics, UX/UI
Compétences: Strategic Planning, Data Analysis, Logistics, CAD, Budgeting
Avantages:
- Excel
- Blockchain
","Ticket Restaurant, Prime performance",479653,"Cloud Computing, C++, DevOps, Docker"
Data Engineer,,Product,Junior,"Dec 19, 2024",2025-02-10,2025-02-10,Santé,Constantine,3-5 ans,Bac,12,Stage,2,"Profil recherché (MIX):
Responsabilités: Logistics, Coordination
Profil:
- SEO
- Network Security
- Communication
- SQL
Compétences:
- Digital Marketing
- Organization
- Data Analysis
Avantages:
- Java
- Digital Marketing
- Compliance
- Logistics
- SEO
",Ticket Restaurant,429627,"Cloud Computing, Docker, Machine Learning, Java, Python, C++"
Volunteer Coord.,,Corporate Affairs,Junior,"Nov 05, 2024",27 November 2024,2024-11-27,Juridique,El Oued,10-20 ans,Doctorat,20,Temps plein,10,"Profil recherché (MIX):
Responsabilités: Strategic Planning, Machine Learning, Customer Service, Coordination
Profil: Maintenance, Communication, Project Mgmt
Compétences: Teamwork; SQL
Avantages: Maintenance; Network Security; Budgeting
",,359973,"Communication, Problem Solving, Adaptability, Critical Thinking, Time Management"
Med. Rep,,Customer Success,Mid,"May 26, 2024",2024-08-13,2024-08-13,RH,Constantine,10-10 ans,None,0,CDD,2,"Profil recherché (EN):
Responsabilités: Research, Strategic Planning, Negotiation, Machine Learning
Profil: Coordination, SQL, Blockchain, Maintenance, Technical Writing
Compétences:
- Data Analysis
- Customer Service
- Research
Avantages: Python, Blockchain
","Prime performance, Formation continue, Participation bénéfices",235156,"Problem Solving, Time Management, Communication, Adaptability"
Security Officer,,Training,Lead,2024-12-13,31/01/2025,2025-01-31,Logistique,Hybride,7-8 ans,None,0,Alternance,1,"Profil recherché (MIX):
Responsabilités:
- Machine Learning
- Java
- UX/UI
- SQL
- Maintenance
Profil:
- Leadership
- Excel
Compétences: Project Mgmt, Excel, Research, Maintenance
Avantages: Machine Learning, UX/UI, Graphic Design
",Ticket Restaurant,497672,"Python, C++, Cloud Computing, Kubernetes, SQL"
Social Media Mgr,,Quality Assurance,Mid,"Aug 02, 2024",17 September 2024,2024-09-17,Logistique,Télétravail,1-9 ans,Master,18,CDI,2,"Profil recherché (MIX):
Responsabilités:
- Research
- Machine Learning
- Network Security
Profil: Project Mgmt, SEO, Java, Excel, Research
Compétences:
- CAD
- Organization
- Leadership
- Research
Avantages: SQL, Cloud, Compliance
",,484104,"Public Relations, Content Strategy, SEO, Campaign Planning, Email Marketing, Social Media, Google Analytics"
Video Editor,,Administration,Chief,08/09/2024,02 November 2024,2024-11-02,Admin,Saïda,5-13 ans,Master,18,Alternance,1,"En tant que Chief Video Editor, vous serez amené à gérer les systèmes. As Chief Video Editor, you'll lead strategic projects. Contrat: Alternance. Localisation: Saïda. Département: Sales.","Horaires flexibles, Voiture de fonction",331775,"SQL, Machine Learning, Kubernetes, Java, Cloud Computing, DevOps"
