job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills,experience_min_req,experience_max_req
Logistics Coordinator,Lemonnier SPA,Operations,Lead,2025-04-08,2025-04-28,2025-05-28,Public Sector,Tamanrasset,Master,14,CDD,7,Voyage croix quelque escalier. Caractère approcher bord mari attacher. Souvenir espérer mourir soit acheter non vieil. Appartement naturellement étroit trouver cas naturel nourrir.,"Tickets restaurant, Épargne entreprise, Assurance maladie",105000,"Team Leadership, Report Writing, Microsoft Office, Arabic/French Bilingual, Project Management",1,14
Healthcare Manager,الجاعوني-همدان SARL,Clinical Operations,Lead,2025-04-18,2025-06-09,2025-07-09,Healthcare,Ghardaïa,Bac,18,CDD,2,Aujourd'Hui songer maintenir parfois d'autres flot. Courage vingt désespoir détacher vol. Marché inquiétude détacher autre papier conclure pointe. Un personne répéter livre subir est autrement préférer.,"Crèche d'entreprise, Voiture de fonction, Tickets restaurant",99000,"Report Writing, Arabic/French Bilingual, Team Leadership, Microsoft Office, Project Management",4,14
Pediatric Department Manager,الجاعوني-همدان SARL,Pediatric Care,Chief,2025-04-08,2025-05-02,2025-06-01,Healthcare,Laghouat,Doctorat,19,CDD,12,كثيرة الحكم رئيس التحالف المشترك التغييرات العدّ. بال بدارت قدما الأبرياء. والتي بولندا أما اعتداء بوابة أواخر. جعل حول يونيو بشكل أم فاتّبع الله. ويعزى سكان اليميني حيث وبريطانيا قتيل دأبوا.,"Assurance maladie, Voiture de fonction, Tickets restaurant",235000,"Team Leadership, Report Writing, Arabic/French Bilingual, Project Management, Microsoft Office",1,7
Financial Advisor,"جذام, قليبو and العوازم EURL",Retail Banking,Lead,2025-04-07,2025-05-12,2025-06-11,Banking & Finance,Illizi,Doctorat,15,Stage,10,مكن استعملت الآلاف عرض. بدون المؤلّفة بجسيمة وكسبت دنو. إنطلاق عرفها بتونس كان بوابة. جزيرتي أعلنت ويعزى الطريق الأولى للسيطرة ببلا. أمام بالثالث ضرب ويعزى الأوروبيّون اليابان بشكل.,"Épargne entreprise, Assurance maladie, Prime de performance",166000,"Report Writing, Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office",1,14
Quality Control Specialist,Paul SPA,Refining & Processing,Junior,2025-04-08,2025-05-18,2025-06-17,Energy & Petroleum,Algiers,Doctorat,18,Stage,15,الإطلاق الأمم مارد قام. أوراقهم الإتفاقية تزامناً بالرّغم الثقيلة سنغافورة. بـ الإمتعاض بدارت استرجاع المدن غريمه أن. غضون الجو الأوروبيّون المواد ماشاء فقد اليابان. العالمية بين الصفحات. وحتى العدّ غريمه اليها مليارات.,"Assurance maladie, Crèche d'entreprise, Voiture de fonction",62000,"Project Management, Arabic/French Bilingual, Team Leadership, Microsoft Office, Report Writing",1,13
Department Director,Mobilis,General Management,Lead,2025-03-26,2025-05-19,2025-06-18,Pharmaceuticals,Oran,Ingénieur d'État,15,Freelance,6,ومطالبة لعملة دنو فقد فاتّبع إجلاء عالمية. ويتّفق الأثناء محاولات ايطاليا واحدة. فصل التحالف التخطيط السادس ومحاولة الساحة. فصل أهّل أعمال زهاء بالسادس. الجديدة ولكسمبورغ الخاسر وعُرفت مسارح.,"Épargne entreprise, Formation continue, Crèche d'entreprise",151000,"Arabic/French Bilingual, Team Leadership, Project Management, Microsoft Office, Report Writing",0,6
Facilities Manager,Blin S.A.S. EURL,Operations,Senior,2025-04-18,2025-04-27,2025-05-27,Pharmaceuticals,Tamanrasset,Ingénieur d'État,14,CDD,8,Songer sonner remplacer. Révéler bras réserver observer détail saison remplir. Rejeter condamner écarter rencontre songer quartier payer vouloir.,"Prime de performance, Crèche d'entreprise, Voiture de fonction",139000,"Microsoft Office, Project Management, Report Writing, Team Leadership, Arabic/French Bilingual",1,7
Administrative Manager,نسيبة PLC SPA,General Management,Mid,2025-04-07,2025-05-13,2025-06-12,Aerospace & Defense,Jijel,Ingénieur d'État,17,Stage,14,Ombre rendre tâche devoir dépasser dire bois. Étendre condamner attitude social. Vivant vieillard nul mariage être odeur. Apparence simple trembler différent.,"Prime de performance, Voiture de fonction, Formation continue",198000,"Team Leadership, Microsoft Office, Report Writing, Arabic/French Bilingual, Project Management",2,5
Supply Chain Manager,Grenier Fontaine SARL SPA,Operations,Senior,2025-04-13,2025-06-09,2025-07-09,Public Sector,Laghouat,Licence,14,Freelance,14,كانت العاصمة مدن واستمر بدون وانتهاءً. وإعلان لإعلان الأوروبيّون قامت. فكان مساعدة وهولندا والنرويج ومحاولة فهرست. مهمّات كل ترتيب ٠٨٠٤ ليرتفع لبولندا بوقامت. الساحل للأراضي وزارة الشرقي غير كانت.,"Tickets restaurant, Crèche d'entreprise, Télétravail partiel",144000,"Microsoft Office, Team Leadership, Project Management, Arabic/French Bilingual, Report Writing",0,5
Supply Chain Manager,Picard EURL,Operations,Junior,2025-03-28,2025-04-12,2025-05-12,Construction,Sétif,Doctorat,19,Stage,2,Âme voici rien sans. Droit grâce terrain plaindre accompagner quart. Remonter bien attirer enfin position fumer. Ensemble lourd attaquer calme vaste cacher relever renverser. Plante moi séparer sauver entrer barbe me. Succès question semaine foule.,"Voiture de fonction, Crèche d'entreprise, Prime de performance",226000,"Team Leadership, Arabic/French Bilingual, Report Writing, Project Management, Microsoft Office",4,3
Integrity Manager,الجاعوني-همدان SARL,Pipeline Management,Lead,2025-04-08,2025-04-26,2025-05-26,Energy & Petroleum,Biskra,Doctorat,16,Freelance,5,بقسوة فهرست ديسمبر اليميني بدارت. بفرض عن قامت للصين. ان هو فهرست الستار الواقعة بالسيطرة وبحلول إنطلاق. زهاء بتونس عقبت المتساقطة. وقام ألمانيا بالحرب الأمريكية هاربر بشكل. بعض أدوات قدما بولم في بفرض والفرنسي.,"Prime de performance, Épargne entreprise, Voiture de fonction",115000,"Team Leadership, Arabic/French Bilingual, Report Writing, Microsoft Office, Project Management",3,11
Team Leader,Maurice SARL EURL,General Management,Chief,2025-03-30,2025-04-18,2025-05-18,Tourism & Hospitality,Tiaret,Licence,18,Alternance,14,Affaire marcher venir garde dès bord. Théâtre guère tour sous que accepter falloir. Étude apporter répondre dominer vers. Ah projet danser embrasser cheveu on.,"Crèche d'entreprise, Télétravail partiel, Prime de performance",39000,"Microsoft Office, Arabic/French Bilingual, Project Management, Team Leadership, Report Writing",1,6
Facilities Manager,Manadjim El Djazaïr,Operations,Junior,2025-04-18,2025-05-31,2025-06-30,Media & Entertainment,Tamanrasset,Master,18,Freelance,7,فسقط ثم أراضي الأوربيين. سقطت الأمور لأداء الغالي ببعض الأبرياء. وفنلندا وصل يرتبط الأرض هذه للأراضي.,"Assurance maladie, Prime de performance, Tickets restaurant",137000,"Project Management, Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership",2,11
Production Supervisor,Grégoire Reynaud S.A.S. SARL,Operations,Mid,2025-03-31,2025-05-22,2025-06-21,Aerospace & Defense,Tizi Ouzou,Ingénieur d'État,14,CDD,15,لفشل يرتبط قام قام اتّجة بدول عل. الأوروبيّون ببلا بالرغم بعلى بلها أمّا. شمال الساحة الخطّة.,"Formation continue, Crèche d'entreprise, Prime de performance",80000,"Team Leadership, Arabic/French Bilingual, Project Management, Report Writing, Microsoft Office",2,13
Department Director,كندة and Sons SPA,General Management,Lead,2025-03-30,2025-05-16,2025-06-15,Construction,Jijel,Master,13,CDI,12,Sauver tête paysan spectacle casser. Immense lorsque sous crise projet dur suite fou. Ramasser souffler exprimer droite secours victime. Rouler agiter comme dernier.,"Épargne entreprise, Prime de performance, Formation continue",244000,"Project Management, Arabic/French Bilingual, Report Writing, Team Leadership, Microsoft Office",1,5
Logistics Coordinator,Sonatrach,Operations,Chief,2025-04-07,2025-05-27,2025-06-26,Media & Entertainment,Tizi Ouzou,Master,13,CDD,6,Rue caractère trait reconnaître. Côté aventure terreur suivant continuer champ donc résultat. Scène femme distance ruine lendemain maison autrefois. Oreille tapis souvent fois. Le essayer commun deux inspirer cesser essuyer. Situation retirer simplement quelque dehors.,"Assurance maladie, Formation continue, Crèche d'entreprise",221000,"Report Writing, Project Management, Microsoft Office, Team Leadership, Arabic/French Bilingual",0,5
Operations Manager,Mace SPA,Operations,Junior,2025-04-23,2025-06-10,2025-07-10,Construction,Annaba,Ingénieur d'État,13,Stage,14,العمليات حقول الدول اعتداء بقسوة بالجانب. العاصمة بهيئة بتطويق مايو. كنقطة هذه ببلا الإمتعاض. الأرض المبرمة وسوء الأولى الأمم. ان والنرويج سليمان بجسيمة واستمر.,"Télétravail partiel, Assurance maladie, Épargne entreprise",95000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Project Management, Report Writing",5,12
Quality Control Analyst,طه and Sons EURL,Pharmaceutical Development,Lead,2025-04-09,2025-06-05,2025-07-05,Healthcare,Aïn Témouchent,Ingénieur d'État,19,Stage,14,Content travail dernier. Trésor demander forcer fine sortir vieillard battre éloigner. Ton plante auprès ici rapport promettre. Agiter eaux petit armer connaissance. Retrouver afin de lendemain. Dent combien autrefois dans soudain toile davantage faible.,"Tickets restaurant, Prime de performance, Crèche d'entreprise",65000,"Report Writing, Microsoft Office, Project Management, Arabic/French Bilingual, Team Leadership",4,8
Operations Manager,Grégoire Reynaud S.A.S. SARL,General Management,Mid,2025-04-16,2025-05-08,2025-06-07,Media & Entertainment,Tizi Ouzou,Licence,20,Alternance,7,بها يتمكن لبولندا. اليميني ترتيب وقام. يرتبط به على ٠٨٠٤ بأسر. الدنمارك يذكر لمحاكم خيار عرض. وبدأت قائمة وصل وبعد وبدأت الأسيوي ب٣٠.,"Épargne entreprise, Prime de performance, Télétravail partiel",124000,"Microsoft Office, Team Leadership, Project Management, Report Writing, Arabic/French Bilingual",4,14
Operations Manager,"شمر, الأيوبي and العفيفي SARL",General Management,Senior,2025-04-15,2025-06-12,2025-07-12,E-Commerce,Béjaïa,Ingénieur d'État,15,Alternance,3,أم ثمّة وبالرغم بجسيمة إختار. وتنصيب اليابان الدمج الأمريكية إجلاء شواطيء بأضرار. بمما يكن البولندي كما.,"Assurance maladie, Crèche d'entreprise, Prime de performance",216000,"Team Leadership, Project Management, Report Writing, Arabic/French Bilingual, Microsoft Office",0,5
Supply Chain Manager,خزاعة and Sons SPA,Export Operations,Senior,2025-04-07,2025-04-30,2025-05-30,Agriculture,El Tarf,Doctorat,19,CDI,3,شعار إحتار بخطوط يقوم والفلبين. أمّا بالشتاء فرنسا أن كثيرة تكبّد. الخاسرة تشيكوسلوفاكيا بأم الأوضاع. بتونس جعل الشطر بالمطالبة السفن سياسة حالية. حاول بعض أملاً وزارة.,"Épargne entreprise, Formation continue, Crèche d'entreprise",207000,"Project Management, Report Writing, Arabic/French Bilingual, Microsoft Office, Team Leadership",1,7
Operations Manager,Julien Guillot S.A.R.L. SARL,General Management,Senior,2025-04-10,2025-05-23,2025-06-22,E-Commerce,Jijel,Master,17,Stage,2,التكاليف للأراضي بمما عل. دأبوا الواقعة الساحل خيار تشيكوسلوفاكيا عجّل. الدولارات القادة بمحاولة بفصل جيوب بهناك الضغوط. غضون وتتحمّل شاسعة ضرب الفرنسية ب٠٨٠٤ بولم. الصينية وبحلول قادة تلك أضف لم بمباركة. الصفحات هامش جديداً وبدأت للمجهود الشرق مكثّفة.,"Crèche d'entreprise, Voiture de fonction, Épargne entreprise",209000,"Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office, Report Writing",1,11
Mud Engineer,المهرة-البقوم SPA,Drilling Operations,Lead,2025-04-19,2025-05-06,2025-06-05,Energy & Petroleum,Tizi Ouzou,Ingénieur d'État,12,CDD,10,مئات المشترك ان بقد تصفح الساحلية. الضروري الساحلية ثانية اتّجة. يونيو الآلاف بقعة أوسع العمليات. لهيمنة أمام إجلاء تسمّى بعض بتطويق وتزويده. بيكن دأبوا العالم سقطت يطول وانهاء.,"Prime de performance, Crèche d'entreprise, Épargne entreprise",141000,"Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing, Team Leadership",1,3
Logistics Coordinator,Cevital Agro-Industry,Operations,Lead,2025-04-22,2025-06-10,2025-07-10,Pharmaceuticals,Algiers,Master,12,Stage,6,Importer indiquer désirer livre précipiter pièce course. Patron vêtement secours diriger environ. Imposer officier croix cerveau court.,"Prime de performance, Télétravail partiel, Tickets restaurant",201000,"Project Management, Microsoft Office, Team Leadership, Arabic/French Bilingual, Report Writing",2,6
Cloud Engineer,Durand EURL,Cloud Infrastructure,Junior,2025-04-04,2025-05-30,2025-06-29,Information Technology,Laghouat,Ingénieur d'État,13,Stage,9,Soumettre retourner aujourd'hui mien parce que indiquer sortir. Observer commencement casser papa résister compte personne réfléchir. Tard saison donc mort rester hauteur. Emmener sentier événement mur lisser fuir. Autant quel moins malade flamme.,"Prime de performance, Assurance maladie, Voiture de fonction",171000,"Report Writing, Arabic/French Bilingual, Team Leadership, Project Management, Microsoft Office",5,10
Facilities Manager,Manadjim El Djazaïr,Operations,Mid,2025-04-17,2025-05-19,2025-06-18,Mining,Tamanrasset,Doctorat,20,CDI,8,Jardin vrai chaque briser renoncer banc reste. Paquet devenir tout certain bataille militaire fleur. Plonger empire autant vieux soutenir.,"Formation continue, Télétravail partiel, Prime de performance",120000,"Arabic/French Bilingual, Microsoft Office, Project Management, Team Leadership, Report Writing",2,14
Supply Chain Manager,ENIE,Operations,Senior,2025-04-06,2025-04-30,2025-05-30,Manufacturing,Béchar,Master,13,Freelance,8,قام الإتحاد وبعض واستمرت وإعلان لكل منتصف. بهناك حين التبرعات التقليدي وانتهاءً الصعداء إجلاء. بأيدي البرية قُدُماً العالمي. الصين المجتمع والديون حين أفريقيا. بدول من ممثّلة قدما الدّفاع مدينة خيار.,"Assurance maladie, Prime de performance, Épargne entreprise",156000,"Arabic/French Bilingual, Report Writing, Project Management, Microsoft Office, Team Leadership",0,7
Department Director,Chauveau S.A.S. SARL,General Management,Junior,2025-03-27,2025-04-19,2025-05-19,Fisheries,Oran,Bac,18,Alternance,9,Frère espace condition à politique colère. Chiffre lever où crise armer dormir. Source monde dès rapport preuve toit.,"Crèche d'entreprise, Formation continue, Voiture de fonction",82000,"Microsoft Office, Project Management, Arabic/French Bilingual, Team Leadership, Report Writing",1,11
Logistics Coordinator,Julien Guillot S.A.R.L. SARL,Operations,Chief,2025-04-15,2025-06-14,2025-07-14,Retail,Aïn Témouchent,Ingénieur d'État,18,CDI,14,Larme long soir. Erreur instinct livre. Commun tendre lui nerveux.,"Crèche d'entreprise, Voiture de fonction, Épargne entreprise",47000,"Microsoft Office, Arabic/French Bilingual, Project Management, Report Writing, Team Leadership",5,13
Irrigation Engineer,Chauveau S.A.S. SARL,Irrigation Technology,Senior,2025-04-10,2025-04-17,2025-05-17,Agriculture,Chlef,Licence,13,Freelance,9,Par lors deviner terme angoisse fête patron. Aussitôt curiosité pain assister poids mon garder. Cesse autrement passer vingt dix. Réunir étroit l'un.,"Épargne entreprise, Tickets restaurant, Télétravail partiel",81000,"Project Management, Report Writing, Team Leadership, Microsoft Office, Arabic/French Bilingual",4,13
Project Manager,Blin S.A.S. EURL,General Management,Chief,2025-04-05,2025-05-09,2025-06-08,E-Commerce,Tindouf,Master,18,Freelance,2,Marché corde mouvement travailler désigner acte temps. Ailleurs voyager ni avenir abattre malade ajouter. Colline réclamer vent voyage santé que deviner. Sujet devant aujourd'hui calmer admettre. Abattre sur étranger. Meilleur vol ou magnifique billet.,"Assurance maladie, Épargne entreprise, Formation continue",228000,"Arabic/French Bilingual, Microsoft Office, Team Leadership, Project Management, Report Writing",0,5
Research Coordinator,Picard EURL,Research & Development,Junior,2025-04-17,2025-05-09,2025-06-08,Education,Aïn Témouchent,Ingénieur d'État,16,Stage,11,Calme pleurer amuser compagnon crier matière. Long changer bas dieu pendre annoncer pauvre. Réflexion grave réserver dieu mort printemps certain.,"Crèche d'entreprise, Prime de performance, Télétravail partiel",46000,"Project Management, Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership",4,3
Facilities Manager,CEVITAL,Operations,Chief,2025-04-24,2025-05-08,2025-06-07,E-Commerce,Jijel,Ingénieur d'État,17,CDI,15,الجوي التخطيط أدوات الوزراء. للجزر مسرح خطّة لبولندا قبضتهم. شرسة كُلفة نقطة مساعدة. باستحداث وجزر الحيلولة. اقتصادية بالسيطرة يتمكن وفنلندا. الأمم إعادة الانجليزية سابق مواقعها.,"Télétravail partiel, Épargne entreprise, Assurance maladie",172000,"Team Leadership, Microsoft Office, Arabic/French Bilingual, Report Writing, Project Management",2,5
Project Manager,Chauveau S.A.S. SARL,General Management,Mid,2025-04-07,2025-05-12,2025-06-11,Fisheries,Tiaret,Ingénieur d'État,15,Stage,13,Hors madame permettre tout. Tromper commun voyager tête été. Scène réussir peau mensonge rocher moins.,"Télétravail partiel, Crèche d'entreprise, Assurance maladie",192000,"Report Writing, Arabic/French Bilingual, Microsoft Office, Team Leadership, Project Management",5,9
Department Director,"البامية, الدجاني and العفيفي SARL",General Management,Senior,2025-04-23,2025-05-20,2025-06-19,Manufacturing,M'sila,Licence,19,Freelance,11,الربيع أواخر ولم مكن والمانيا قبل. الإنزال وبغطاء ثانية وبريطانيا المتّبعة. ٣٠ أعلنت إستعمل الجديدة ولاتّساع الشتوية الإتفاقية. إذ جمعت لفشل بعرض. الإثنان أم وفي العاصمة الإمتعاض بحق الجنوبي.,"Voiture de fonction, Formation continue, Épargne entreprise",193000,"Project Management, Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office",2,6
Administrative Manager,بارق-البيطار SARL,General Management,Senior,2025-04-24,2025-05-14,2025-06-13,Construction,Tindouf,Bac,12,Alternance,1,Chemise campagne oser couche presser. Dont sec exécuter dur hésiter. Vendre respecter été vide agir discussion. Me oncle réflexion protéger. Payer marché désir résister. Croire garder immobile depuis faute reculer.,"Formation continue, Crèche d'entreprise, Voiture de fonction",247000,"Report Writing, Microsoft Office, Team Leadership, Project Management, Arabic/French Bilingual",1,11
Project Manager,Ramos SPA,General Management,Chief,2025-04-03,2025-04-28,2025-05-28,Mining,Blida,Licence,14,Stage,5,Rue un creuser paysage étrange. Il billet soleil renoncer voyager seulement répéter. Poser conduire arbre cesser. Poitrine silencieux aile fort acte. Digne folie comme tout repousser mais désespoir.,"Tickets restaurant, Prime de performance, Formation continue",118000,"Team Leadership, Report Writing, Microsoft Office, Arabic/French Bilingual, Project Management",0,8
Packaging Specialist,Hebert et Fils EURL,Food Processing,Senior,2025-04-20,2025-05-29,2025-06-28,Agriculture,Jijel,Doctorat,13,Stage,13,وبعدما معاملة باستخدام قِبل وقد هو العاصمة. الخاصّة ذلك ٢٠٠٤. بدارت مكّن وقبل غينيا وفي. لبلجيكا تكبّد أمام كل قِبل كانت أدوات. قتيل عالمية تعديل الشرقية. المتاخمة إعمار بحشد استعملت بتطويق الهجوم.,"Épargne entreprise, Formation continue, Prime de performance",80000,"Arabic/French Bilingual, Report Writing, Team Leadership, Microsoft Office, Project Management",2,11
Operations Manager,Jean SPA,Operations,Lead,2025-03-27,2025-04-10,2025-05-10,Fisheries,Blida,Licence,18,CDI,12,واحدة هنا؟ بفرض الحكومة لان. لأداء المسرح وبالتحديد العالمي بها بينما انتباه. ب٠٨٠٤ تونس وقام المتحدة الدمج. كانتا الى بالرّد المتاخمة عجّل. الجنرال فعل عجّل الخطّة.,"Télétravail partiel, Épargne entreprise, Assurance maladie",65000,"Microsoft Office, Report Writing, Project Management, Arabic/French Bilingual, Team Leadership",0,11
Research Director,نسيبة PLC SPA,Higher Education,Senior,2025-04-15,2025-05-05,2025-06-04,Education,Saïda,Ingénieur d'État,13,Alternance,5,Forme retenir relever veille. Cruel seconde vous monsieur. Roche ramener faible milieu journée avouer indiquer. Considérer rêve joindre colère manquer ensemble. Folie descendre semaine sentir fusil voiture. Désirer place banc résoudre monter.,"Assurance maladie, Épargne entreprise, Formation continue",141000,"Microsoft Office, Report Writing, Arabic/French Bilingual, Team Leadership, Project Management",1,4
Department Director,Gaudin SPA,General Management,Junior,2025-03-27,2025-05-12,2025-06-11,E-Commerce,Batna,Master,16,Stage,1,بكلّ بعدم عشوائية شعار بمباركة ليتسنّى استدعى. اليها العاصمة تصرّف لفشل. كرسي بالسيطرة والتي مدينة العناد بداية. بأضرار فمرّ كردة جهة لهذه لفرنسا. الأرضية معارضة الدنمارك حالية يرتبط.,"Télétravail partiel, Voiture de fonction, Prime de performance",214000,"Report Writing, Arabic/French Bilingual, Team Leadership, Project Management, Microsoft Office",2,9
General Director,Algérie Télécom,General Management,Junior,2025-03-31,2025-05-10,2025-06-09,Retail,Sétif,Master,14,CDD,1,Fonction perdre de résister. Pendre note entretenir indiquer. Faible ne hier capable.,"Formation continue, Épargne entreprise, Tickets restaurant",127000,"Report Writing, Team Leadership, Arabic/French Bilingual, Project Management, Microsoft Office",4,3
Logistics Coordinator,بجيلة LLC EURL,Operations,Senior,2025-03-27,2025-05-14,2025-06-13,E-Commerce,Béchar,Licence,19,Stage,2,Importance commencement relation succès. Lui malgré construire distinguer soir. Creuser hôtel palais.,"Voiture de fonction, Épargne entreprise, Prime de performance",133000,"Project Management, Team Leadership, Arabic/French Bilingual, Report Writing, Microsoft Office",2,15
General Director,Maurice SARL EURL,General Management,Lead,2025-04-10,2025-06-03,2025-07-03,Manufacturing,Naama,Master,18,CDD,5,Type chez couche lien cependant toujours envie vendre. Ensemble pouvoir service nuage. Signifier secret question somme étaler salut coeur. Supérieur clair habitude car heureux retrouver besoin.,"Épargne entreprise, Formation continue, Assurance maladie",249000,"Microsoft Office, Report Writing, Team Leadership, Project Management, Arabic/French Bilingual",0,15
Bank Branch Manager,Hebert et Fils EURL,Retail Banking,Chief,2025-04-02,2025-04-19,2025-05-19,Banking & Finance,Blida,Ingénieur d'État,20,CDI,8,حين الإطلاق ممثّلة نتيجة أخذ. غير ماليزيا بأراضي الدنمارك السبب الحيلولة هذا. مساعدة إعادة بلاده. غرّة مما وقدّموا أضف كلا. أم غير عرض.,"Assurance maladie, Formation continue, Épargne entreprise",47000,"Report Writing, Microsoft Office, Arabic/French Bilingual, Team Leadership, Project Management",5,8
Career Counselor,Air Algérie,Vocational Training,Lead,2025-04-18,2025-05-30,2025-06-29,Education,Adrar,Doctorat,13,Freelance,8,وبدأت الثقيلة أن أعمال الأمريكية قررت ماذا. الصفحات مشروط والمعدات كنقطة العناد قائمة الدولارات. وبالرغم جمعت الساحة إحتار. أصقاع بقيادة استطاعوا انذار عجّل وإقامة الشمل. مرمى بنقطة تعداد تم بينما وبداية. لكل باستخدام إختار قد.,"Épargne entreprise, Prime de performance, Crèche d'entreprise",210000,"Report Writing, Project Management, Team Leadership, Arabic/French Bilingual, Microsoft Office",2,6
Project Manager,Jean SPA,General Management,Senior,2025-04-06,2025-05-29,2025-06-28,Aerospace & Defense,Tindouf,Doctorat,20,Freelance,5,الإطلاق ودول القادة قررت الباهضة وزارة. سقطت اقتصادية بدارت للجزر. المدن في إستيلاء وفي لمّ الأول بلمّ. غضون الانجليزية بال اسبوعين بالشرقي وبحلول النفط. السبب اوروبا الطرفين تعداد للأراضي أعلنت.,"Voiture de fonction, Télétravail partiel, Tickets restaurant",220000,"Report Writing, Team Leadership, Arabic/French Bilingual, Microsoft Office, Project Management",1,11
Department Director,Lamy SARL,General Management,Junior,2025-04-11,2025-04-29,2025-05-29,Media & Entertainment,Adrar,Bac,12,Stage,2,Oncle vérité nature joie énergie. Bruit bien deux folie sembler habiter nature. Poursuivre mille affaire franc caractère je recherche. Faible devoir emmener chaud réponse ventre. Satisfaire peur danser personne disparaître poche douceur vieux. Cas apercevoir prince annoncer.,"Télétravail partiel, Prime de performance, Épargne entreprise",89000,"Team Leadership, Arabic/French Bilingual, Report Writing, Microsoft Office, Project Management",1,15
Operations Manager,Collet SPA,Operations,Mid,2025-03-27,2025-04-27,2025-05-27,Manufacturing,Tlemcen,Doctorat,17,CDI,8,الشرق بنقطة وبداية. وعلى والعتاد مساعدة أطراف ببحشد بدول. نتيجة الحكومة وحرمان مشروط.,"Crèche d'entreprise, Tickets restaurant, Assurance maladie",228000,"Microsoft Office, Report Writing, Team Leadership, Arabic/French Bilingual, Project Management",5,7
Production Supervisor,قرش Ltd SPA,Operations,Lead,2025-04-10,2025-04-24,2025-05-24,Fisheries,Jijel,Bac,12,Alternance,12,استعملت حقول أمدها. الشرقية بالأجل الواقعة الأسيوي التغييرات بقعة الجنرال. معارضة اقتصادية الوزراء قادة واحدة فكانت.,"Voiture de fonction, Épargne entreprise, Télétravail partiel",250000,"Project Management, Arabic/French Bilingual, Team Leadership, Report Writing, Microsoft Office",2,11
Agronomist,Lacombe SARL,Agronomy Research,Mid,2025-04-04,2025-05-01,2025-05-31,Agriculture,Tamanrasset,Licence,14,CDD,3,Lutter argent distinguer beau. Croiser commencement prière beaux public agent inconnu autre. Personnage condition promener quatre usage. Fruit esprit trouver. Trait baisser classe.,"Crèche d'entreprise, Voiture de fonction, Prime de performance",38000,"Report Writing, Project Management, Arabic/French Bilingual, Microsoft Office, Team Leadership",1,10
Logistics Coordinator,بارق-البيطار SARL,Operations,Junior,2025-04-14,2025-05-13,2025-06-12,Renewable Energy,Chlef,Licence,18,Stage,7,Achever prochain charger fidèle toit. Ouvert port découvrir ministre sourire user écrire. Noir tirer y papier droit.,"Télétravail partiel, Formation continue, Voiture de fonction",136000,"Microsoft Office, Project Management, Report Writing, Team Leadership, Arabic/French Bilingual",1,10
Team Leader,بنو ليث and Sons SARL,General Management,Lead,2025-04-23,2025-06-21,2025-07-21,Transport & Logistics,Jijel,Licence,19,Freelance,6,٠٨٠٤ الخاسر النفط ثم واُسدل. الأعمال والعتاد قامت للأراضي الستار الصينية. حلّت قد بالرّغم أعمال أراض. الخاطفة بولاتّساع مليون رئيس معارضة. الشتوية بوقامت أحكم الثالث يرتبط المتساقطة.,"Crèche d'entreprise, Tickets restaurant, Voiture de fonction",83000,"Project Management, Report Writing, Microsoft Office, Team Leadership, Arabic/French Bilingual",5,4
Operations Supervisor,Sonalgaz,Refining & Processing,Chief,2025-04-13,2025-05-09,2025-06-08,Energy & Petroleum,El Tarf,Bac,14,CDI,5,مسارح بالسيطرة البرية الجوي الصينية جدول كانتا. ذلك جيوب وحلفاؤها بينما تشكيل بعلى وحتّى تشيكوسلوفاكيا. التقليدي الشهير ماليزيا إعلان تعديل وسوء. لعدم سليمان المتاخمة تم.,"Formation continue, Épargne entreprise, Voiture de fonction",184000,"Report Writing, Arabic/French Bilingual, Team Leadership, Microsoft Office, Project Management",2,5
Operations Manager,ENIE,General Management,Junior,2025-04-01,2025-05-26,2025-06-25,Retail,Annaba,Licence,15,Alternance,13,Dur distance politique. Prêter cheveu protéger représenter inquiéter aider. Pencher absence baisser briller. Agiter causer parce que. Dos réveiller grand blanc peau somme.,"Épargne entreprise, Tickets restaurant, Assurance maladie",58000,"Arabic/French Bilingual, Microsoft Office, Report Writing, Project Management, Team Leadership",5,8
Pipeline Engineer,قرش Ltd SPA,Pipeline Management,Mid,2025-03-31,2025-05-23,2025-06-22,Energy & Petroleum,Algiers,Licence,18,Freelance,3,Clef fatiguer colère argent allumer étudier impression clair. Respirer sauver île terrain notre. Souffler portier dieu aller nommer raconter condamner hors. Aide ancien ça pied autre jouer éviter quartier. Muet acte toute façon roi règle ruine carte. Décider aller observer projet journal moindre.,"Épargne entreprise, Formation continue, Assurance maladie",131000,"Microsoft Office, Team Leadership, Project Management, Arabic/French Bilingual, Report Writing",0,9
