job_Id,job title,department,date posted,application deadline,valid through,sector,job location,education requirement,edu_value,type of contract,available posts,technical_skills,experience_min_req,experience_max_req,salary
309,Health Informatics Specialist,Clinical Researcher,2025-03-23,2025-04-12,2025-05-12,Healthcare,El Oued,Ingénieur d'État,19,CDI,10,,4,7,79000
310,Supply Chain Analyst,Customs Compliance Officer,2025-05-04,2025-05-31,2025-06-30,Transport & Logistics,Blida,Master,17,CDI,3,,6,8,90000
311,Quantity Surveyor,Safety Officer,2025-02-25,2025-03-15,2025-04-14,Construction,Tlemcen,Baccalaureate,12,CDD,10,,0,2,58000
312,Farm Manager,Irrigation Specialist,2025-03-26,2025-04-14,2025-05-14,Agriculture,Souk Ahras,Baccalaureate,12,Internship,4,"Bioenergy, Farm Machinery, Agri-Fintech, Food Processing",0,1,30000
313,Marketplace Coordinator,Marketplace Coordinator,2025-03-02,2025-03-09,2025-04-08,E-Commerce,Annaba,Ingénieur d'État,19,Freelance,6,,4,5,96000
314,Regulatory Affairs Specialist,Formulation Scientist,2025-04-11,2025-04-11,2025-05-11,Pharmaceuticals,Blida,Licence,15,Freelance,4,,2,5,114000
315,Guest Services Manager,Tour Guide,2025-05-04,2025-05-09,2025-06-08,Tourism & Hospitality,Tiaret,Licence,15,CDD,8,,2,4,48000
316,RF Technician,Telecom Analyst,2025-04-23,2025-05-13,2025-06-12,Telecommunications,Constantine,Doctorat,20,CDD,10,,8,9,120000
317,Mine Engineer,Environmental Compliance Officer,2025-02-28,2025-03-08,2025-04-07,Mining,Algiers,No Formal Education,0,Internship,9,,0,1,72000
318,Software Engineer,Software Engineer,2025-04-26,2025-05-21,2025-06-20,Information Technology,Tlemcen,Baccalaureate,12,CDD,6,"Database Design, Linux, Agile Methodologies, Frontend Development, Python",0,1,89000
319,Systems Engineer,Defense Analyst,2025-03-24,2025-03-26,2025-04-25,Aerospace & Defense,Constantine,Master,17,Internship,1,,0,1,162000
320,Event Coordinator,Hotel Manager,2025-04-02,2025-04-14,2025-05-14,Tourism & Hospitality,Chlef,Doctorat,20,Freelance,1,,8,11,60000
321,Geologist,Geologist,2025-05-07,2025-05-12,2025-06-11,Mining,Bejaïa,Licence,15,Freelance,9,,2,3,122000
322,Event Coordinator,Hotel Manager,2025-03-23,2025-03-29,2025-04-28,Tourism & Hospitality,Annaba,Ingénieur d'État,19,CDI,2,,4,7,59000
323,Wind Turbine Engineer,Grid Integration Specialist,2025-04-25,2025-05-17,2025-06-16,Renewable Energy,Skikda,Doctorat,20,Internship,1,,0,1,124000
324,Flight Test Engineer,Systems Engineer,2025-04-12,2025-05-07,2025-06-06,Aerospace & Defense,Biskra,Ingénieur d'État,19,Freelance,4,,4,7,178000
325,Risk Manager,Financial Analyst,2025-04-02,2025-04-30,2025-05-30,Finance,Algiers,Ingénieur d'État,19,Alternance,3,"Power BI, QuickBooks, Financial Modeling, Blockchain",0,2,102000
326,Production Supervisor,Production Supervisor,2025-03-09,2025-03-30,2025-04-29,Manufacturing,El Oued,Ingénieur d'État,19,CDD,8,"MES, CAD Software, Digital Twin, 3D Printing",4,5,76000
327,Policy Analyst,Procurement Officer,2025-04-07,2025-05-01,2025-05-31,Public Sector,Oran,Ingénieur d'État,19,CDI,7,,4,8,70000
328,Health Informatics Specialist,Clinical Researcher,2025-03-20,2025-04-15,2025-05-15,Healthcare,Chlef,Baccalaureate,12,Freelance,7,,0,2,54000
329,Defense Analyst,Defense Analyst,2025-03-22,2025-03-29,2025-04-28,Aerospace & Defense,Sétif,Ingénieur d'État,19,Internship,7,,0,1,152000
330,Formulation Scientist,QA Analyst,2025-04-20,2025-05-13,2025-06-12,Pharmaceuticals,Constantine,Doctorat,20,Internship,10,,0,1,134000
331,Software Engineer,Software Engineer,2025-03-22,2025-04-03,2025-05-03,Information Technology,Constantine,Licence,15,Freelance,8,"JavaScript, TypeScript, Machine Learning, Artificial Intelligence",2,4,118000
332,Environmental Compliance Officer,Environmental Compliance Officer,2025-04-20,2025-05-02,2025-06-01,Mining,Batna,Doctorat,20,Internship,2,,0,1,152000
333,Merchandiser,Inventory Coordinator,2025-04-29,2025-05-12,2025-06-11,Retail,Sétif,No Formal Education,0,Freelance,5,"Retail Analytics, Category Management, Augmented Reality Shopping, Retail Marketing",0,1,29000
334,Energy Auditor,Energy Auditor,2025-04-22,2025-05-17,2025-06-16,Renewable Energy,Sétif,Master,17,Freelance,2,,6,8,130000
335,Solar PV Technician,Grid Integration Specialist,2025-03-26,2025-04-06,2025-05-06,Renewable Energy,Tébessa,Licence,15,CDI,3,,2,4,102000
336,Project Engineer,Quantity Surveyor,2025-03-05,2025-03-26,2025-04-25,Construction,Oran,Baccalaureate,12,CDD,2,,0,1,56000
337,Policy Analyst,Urban Planner,2025-02-14,2025-02-27,2025-03-29,Public Sector,Algiers,Baccalaureate,12,Freelance,1,,0,1,43000
338,Blasting Technician,Blasting Technician,2025-03-01,2025-03-14,2025-04-13,Mining,Constantine,Master,17,Alternance,4,,0,1,142000
339,Health Informatics Specialist,Clinical Researcher,2025-03-11,2025-03-26,2025-04-25,Healthcare,Constantine,Master,17,CDI,3,,6,10,80000
340,Policy Analyst,Digital Services Manager,2025-05-04,2025-05-30,2025-06-29,Public Sector,Sétif,Master,17,Alternance,5,,0,2,64000
341,Instructional Designer,Instructional Designer,2025-02-14,2025-02-20,2025-03-22,Education,Saïda,Baccalaureate,12,CDI,3,"Scratch, Bloom's Taxonomy, 3D Printing, Curriculum Development, AP Instruction",0,1,40000
342,QA Analyst,Formulation Scientist,2025-02-21,2025-03-04,2025-04-03,Pharmaceuticals,Batna,Doctorat,20,Internship,6,,0,1,134000
343,Site Manager,Site Manager,2025-03-16,2025-03-23,2025-04-22,Construction,Algiers,No Formal Education,0,Internship,1,,0,1,46000
344,Systems Engineer,Flight Test Engineer,2025-04-16,2025-04-26,2025-05-26,Aerospace & Defense,Laghouat,Doctorat,20,Alternance,5,,0,1,172000
345,SEO Specialist,Marketplace Coordinator,2025-02-13,2025-03-05,2025-04-04,E-Commerce,Constantine,Ingénieur d'État,19,Internship,3,,0,1,84000
346,Digital Services Manager,Urban Planner,2025-03-18,2025-04-03,2025-05-03,Public Sector,Sétif,Ingénieur d'État,19,CDI,1,,4,6,68000
347,Production Supervisor,Production Supervisor,2025-03-31,2025-04-22,2025-05-22,Manufacturing,Biskra,No Formal Education,0,Freelance,3,"PLC Programming, MES, Digital Twin, Robotics",0,1,36000
348,Reservoir Engineer,Petroleum Engineer,2025-03-19,2025-03-22,2025-04-21,Energy & Petroleum,Biskra,Doctorat,20,Alternance,7,"Renewable Integration, Formation Evaluation, Upstream Operations, Well Testing, Subsea Engineering",0,2,194000
349,Content Producer,Sound Designer,2025-02-27,2025-03-19,2025-04-18,Media & Entertainment,Batna,No Formal Education,0,Freelance,10,"Copyright Law, Entertainment Law, OTT Platforms, Audience Analytics",0,1,36000
350,Regulatory Affairs Specialist,Formulation Scientist,2025-03-16,2025-04-13,2025-05-13,Pharmaceuticals,Algiers,Doctorat,20,Freelance,9,,8,14,140000
351,Health Informatics Specialist,Clinical Researcher,2025-04-15,2025-04-15,2025-05-15,Healthcare,Mostaganem,Doctorat,20,CDI,9,,8,12,80000
352,Fishery Inspector,Aquaculture Technician,2025-05-01,2025-05-28,2025-06-27,Fisheries,Constantine,Baccalaureate,12,CDI,4,"Navigation, Market Analysis, Climate Adaptation, Algae Cultivation, Stock Modeling, Supply Chain",0,2,30000
353,Merchandiser,Sales Associate,2025-03-15,2025-04-07,2025-05-07,Retail,Algiers,Doctorat,20,Internship,1,"Retail Digital Transformation, Shopper Marketing, Store Operations, Assortment Planning",0,1,57000
354,Project Engineer,Site Manager,2025-02-07,2025-02-24,2025-03-26,Construction,Souk Ahras,No Formal Education,0,Alternance,10,,0,2,48000
355,Cybersecurity Analyst,Data Scientist,2025-03-07,2025-03-25,2025-04-24,Information Technology,Constantine,No Formal Education,0,CDD,4,"Agile Methodologies, R, Frontend Development, JavaScript",0,1,71000
356,Academic Advisor,Instructional Designer,2025-04-30,2025-05-20,2025-06-19,Education,Tipaza,Licence,15,Freelance,3,"Standardized Testing, Pedagogy, AR/VR in Education, Robotics Education, Montessori Methods, Faculty Development",2,5,50000
357,Curriculum Developer,Instructional Designer,2025-03-31,2025-04-26,2025-05-26,Education,Tiaret,Baccalaureate,12,Internship,5,"Early Childhood Education, Montessori Methods, LMS Administration, Data-Driven Instruction, Educational Leadership",0,1,40000
358,VFX Artist,VFX Artist,2025-04-25,2025-05-24,2025-06-23,Media & Entertainment,Tlemcen,Licence,15,Internship,2,"Talent Management, Media Planning, AI in Media, Screenwriting",0,1,56000
359,SEO Specialist,UX/UI Designer,2025-05-05,2025-05-15,2025-06-14,E-Commerce,Oran,No Formal Education,0,Internship,4,,0,1,48000
360,Agronomist,Agri-Tech Developer,2025-03-26,2025-04-05,2025-05-05,Agriculture,Biskra,Ingénieur d'État,19,Internship,3,"Agroforestry, Farm Management Software, Agricultural Extension, Poultry Science, Climate-Smart Agriculture, Fertilizer Technology",0,1,42000
361,Fishery Inspector,Aquaculture Technician,2025-03-05,2025-03-26,2025-04-25,Fisheries,Algiers,Master,17,Alternance,4,"Stock Assessment, Processing Technology, Marine Safety, Coastal Management, Stock Enhancement, Remote Sensing",0,1,45000
362,Supply Chain Analyst,Logistics Manager,2025-03-26,2025-03-27,2025-04-26,Transport & Logistics,Algiers,Doctorat,20,Alternance,7,,0,1,86000
363,Medical Technologist,Clinical Researcher,2025-03-16,2025-04-01,2025-05-01,Healthcare,Annaba,Master,17,CDD,7,,6,9,80000
364,Health Informatics Specialist,Health Informatics Specialist,2025-04-12,2025-05-01,2025-05-31,Healthcare,Blida,Baccalaureate,12,CDI,9,,0,2,54000
365,Agri-Tech Developer,Irrigation Specialist,2025-04-18,2025-04-26,2025-05-26,Agriculture,Tizi Ouzou,Doctorat,20,Freelance,3,"Blockchain in Agriculture, Fertilizer Technology, Commodity Trading, Bioenergy, Agronomy, Food Processing",8,13,50000
366,SEO Specialist,UX/UI Designer,2025-04-29,2025-05-21,2025-06-20,E-Commerce,Batna,Doctorat,20,Freelance,7,,8,13,100000
367,SEO Specialist,SEO Specialist,2025-05-07,2025-05-13,2025-06-12,E-Commerce,Algiers,Ingénieur d'État,19,Freelance,3,,4,5,96000
368,Logistics Manager,Supply Chain Analyst,2025-04-08,2025-05-03,2025-06-02,Transport & Logistics,Sétif,Baccalaureate,12,CDD,9,,0,1,53000
369,HSE Specialist,Petroleum Engineer,2025-02-09,2025-02-28,2025-03-30,Energy & Petroleum,Tizi Ouzou,Master,17,Alternance,2,"Artificial Lift Systems, Well Intervention, Downstream Operations, Subsea Engineering",0,1,177000
370,RF Technician,RF Technician,2025-04-05,2025-05-02,2025-06-01,Telecommunications,Algiers,Ingénieur d'État,19,Freelance,1,,4,5,115000
371,Process Technician,Process Technician,2025-04-12,2025-04-13,2025-05-13,Manufacturing,Biskra,Doctorat,20,Alternance,3,"Python, 3D Printing, Lean Six Sigma, Digital Twin",0,2,78000
372,Supply Chain Analyst,Customs Compliance Officer,2025-02-15,2025-03-07,2025-04-06,Transport & Logistics,Jijel,No Formal Education,0,CDI,9,,0,1,42000
373,Clinical Trials Manager,QA Analyst,2025-02-20,2025-03-14,2025-04-13,Pharmaceuticals,Sétif,Licence,15,CDD,5,,2,4,112000
374,Blasting Technician,Blasting Technician,2025-02-24,2025-02-26,2025-03-28,Mining,Blida,Master,17,CDI,9,,6,10,160000
375,Sound Designer,Video Editor,2025-03-04,2025-03-22,2025-04-21,Media & Entertainment,Mostaganem,Master,17,CDI,1,"Influencer Marketing, AI in Media, Media Planning, Storyboarding, Festival Management",6,7,80000
376,Production Supervisor,Quality Control Inspector,2025-03-10,2025-03-20,2025-04-19,Manufacturing,Oran,No Formal Education,0,CDD,2,"Digital Twin, 3D Printing, PLC Programming, CAD Software",0,1,36000
377,Regulatory Affairs Specialist,Clinical Trials Manager,2025-03-23,2025-04-07,2025-05-07,Pharmaceuticals,Sétif,Master,17,CDD,8,,6,7,140000
378,Petroleum Engineer,Reservoir Engineer,2025-03-11,2025-03-29,2025-04-28,Energy & Petroleum,Khenchela,Doctorat,20,Alternance,10,"Reliability Engineering, Directional Drilling, Refinery Operations, Enhanced Oil Recovery",0,1,190000
379,Sound Designer,VFX Artist,2025-03-06,2025-03-26,2025-04-25,Media & Entertainment,Tipaza,No Formal Education,0,Internship,10,"Social Media Management, Media Distribution, Event Production, Programmatic Advertising, 3D Animation",0,1,36000
380,Customs Compliance Officer,Supply Chain Analyst,2025-03-03,2025-03-06,2025-04-05,Transport & Logistics,Souk Ahras,Baccalaureate,12,Alternance,6,,0,1,53000
381,Production Supervisor,Process Technician,2025-03-24,2025-03-24,2025-04-23,Manufacturing,Oran,Baccalaureate,12,CDD,3,"Digital Twin, Python, Robotics, 3D Printing",0,1,46000
382,Merchandiser,Sales Associate,2025-04-20,2025-05-16,2025-06-15,Retail,Constantine,Master,17,CDI,2,"Retail Marketing, Retail Buying, Circular Economy, Customer Experience, Dark Store Operations",6,7,60000
383,Defense Analyst,Avionics Engineer,2025-02-12,2025-02-28,2025-03-30,Aerospace & Defense,Oran,Licence,15,Alternance,1,,0,1,132000
384,Curriculum Developer,Academic Advisor,2025-02-28,2025-03-03,2025-04-02,Education,Bejaïa,Licence,15,CDI,4,"Maker Education, Learning Analytics, Lesson Planning, Bloom's Taxonomy, Career Counseling",2,3,49000
385,Data Scientist,Cybersecurity Analyst,2025-04-23,2025-04-24,2025-05-24,Information Technology,Blida,Baccalaureate,12,Internship,7,"Kubernetes, Java, Software Testing, UI/UX Design, System Design, C#",0,1,89000
386,Sound Designer,Sound Designer,2025-04-21,2025-04-22,2025-05-22,Media & Entertainment,El Oued,Baccalaureate,12,Internship,1,"Audio Engineering, Motion Graphics, Digital Rights Management, Content Licensing, Storyboarding, Stunt Coordination",0,1,46000
387,Logistics Manager,Fleet Coordinator,2025-03-03,2025-03-12,2025-04-11,Transport & Logistics,Constantine,Doctorat,20,Internship,8,,0,1,86000
388,Energy Auditor,Wind Turbine Engineer,2025-04-29,2025-04-29,2025-05-29,Renewable Energy,Oran,Master,17,Alternance,6,,0,1,116000
389,Fleet Coordinator,Fleet Coordinator,2025-04-08,2025-04-15,2025-05-15,Transport & Logistics,Oran,No Formal Education,0,CDI,8,,0,1,42000
390,Quality Control Inspector,Process Technician,2025-03-02,2025-03-08,2025-04-07,Manufacturing,Saïda,Doctorat,20,CDD,2,"MES, ERP, Lean Six Sigma, 3D Printing, Robotics",8,15,80000
391,Agri-Tech Developer,Agri-Tech Developer,2025-03-24,2025-03-29,2025-04-28,Agriculture,Batna,Master,17,Internship,7,"Aquaponics, Commodity Trading, Farm Automation, Bioenergy, Poultry Science, Livestock Management",0,1,45000
392,Farm Manager,Agronomist,2025-04-02,2025-04-12,2025-05-12,Agriculture,Tébessa,Ingénieur d'État,19,CDI,3,"Commodity Trading, IoT in Agriculture, Irrigation Systems, Silviculture, Seed Technology",4,5,48000
393,Maintenance Engineer,Process Technician,2025-03-24,2025-04-05,2025-05-05,Manufacturing,Algiers,Baccalaureate,12,CDD,10,"CAD Software, Robotics, SCADA, Lean Six Sigma, Digital Twin, Python",0,2,48000
394,Video Editor,VFX Artist,2025-04-22,2025-05-09,2025-06-08,Media & Entertainment,Adrar,Master,17,Freelance,10,"Makeup Artistry, Motion Graphics, Audio Engineering, Screenwriting",6,10,80000
395,Marine Biologist,Aquaculture Technician,2025-02-23,2025-03-24,2025-04-23,Fisheries,M’sila,Doctorat,20,Freelance,2,"Value Addition, Fisheries Extension, Processing Technology, Export Compliance, Mariculture",8,13,50000
396,HSE Specialist,Drilling Supervisor,2025-04-06,2025-04-11,2025-05-11,Energy & Petroleum,Blida,Doctorat,20,CDI,9,"Corrosion Engineering, LNG Technology, Reservoir Engineering, Process Optimization, Petroleum Accounting, HSE Management",8,12,200000
397,Wind Turbine Engineer,Energy Auditor,2025-04-23,2025-04-30,2025-05-30,Renewable Energy,Constantine,Ingénieur d'État,19,Freelance,2,,4,8,130000
398,Teacher,Curriculum Developer,2025-03-09,2025-03-14,2025-04-13,Education,Blida,Doctorat,20,Alternance,4,"Curriculum Development, Student Assessment, LMS Administration, Andragogy",0,1,58000
399,Store Manager,Sales Associate,2025-04-04,2025-04-05,2025-05-05,Retail,Oran,Licence,15,Alternance,7,"Category Management, Retail Technology, Retail Compliance, Retail Workforce Management, Pricing Strategy, Retail Expansion",0,1,43000
400,E-Commerce Manager,UX/UI Designer,2025-03-09,2025-04-05,2025-05-05,E-Commerce,Sétif,Doctorat,20,CDD,1,,8,11,100000
401,Regulatory Affairs Specialist,Formulation Scientist,2025-04-13,2025-05-01,2025-05-31,Pharmaceuticals,Skikda,Doctorat,20,Freelance,8,,8,14,140000
402,Grid Integration Specialist,Grid Integration Specialist,2025-03-17,2025-03-26,2025-04-25,Renewable Energy,Oran,Licence,15,Alternance,1,,0,2,94000
403,Drilling Supervisor,Petroleum Engineer,2025-02-14,2025-03-14,2025-04-13,Energy & Petroleum,Batna,Master,17,CDD,2,"Process Optimization, Well Testing, GIS Applications, Digital Oilfield, Energy Policy",6,8,200000
404,Geologist,Mine Engineer,2025-04-15,2025-04-26,2025-05-26,Mining,Oran,Doctorat,20,CDI,3,,8,13,160000
405,Agri-Tech Developer,Agri-Tech Developer,2025-02-16,2025-03-02,2025-04-01,Agriculture,Sétif,Master,17,CDI,4,"Water Management, Farm Automation, Organic Farming, Soil Science, Agricultural Biotechnology",6,10,50000
406,Production Supervisor,Production Supervisor,2025-04-30,2025-05-29,2025-06-28,Manufacturing,Algiers,Ingénieur d'État,19,Internship,1,"Lean Six Sigma, CAD Software, Digital Twin, 3D Printing, SCADA, Python",0,1,66000
407,Agronomist,Farm Manager,2025-04-26,2025-05-01,2025-05-31,Agriculture,M’sila,No Formal Education,0,Internship,10,"Agricultural Waste Management, Land Use Planning, Weather Forecasting, Commodity Risk Management, Climate-Smart Agriculture",0,1,24000
408,UX/UI Designer,E-Commerce Manager,2025-04-25,2025-05-22,2025-06-21,E-Commerce,Sétif,Master,17,Internship,2,,0,1,90000
409,Defense Analyst,Defense Analyst,2025-04-23,2025-04-24,2025-05-24,Aerospace & Defense,Jijel,Licence,15,Freelance,1,,2,5,148000
410,Customs Compliance Officer,Customs Compliance Officer,2025-03-12,2025-04-06,2025-05-06,Transport & Logistics,M’sila,Baccalaureate,12,CDD,3,,0,1,53000
411,Maintenance Engineer,Maintenance Engineer,2025-03-20,2025-04-06,2025-05-06,Manufacturing,Sétif,No Formal Education,0,Alternance,10,"Python, ERP, CAD Software, MES, Robotics",0,1,36000
412,Supply Chain Analyst,Supply Chain Analyst,2025-02-13,2025-03-09,2025-04-08,Transport & Logistics,Annaba,No Formal Education,0,Freelance,4,,0,1,42000
413,Financial Analyst,Portfolio Manager,2025-04-10,2025-04-26,2025-05-26,Finance,Algiers,Master,17,CDD,1,"Excel, R, QuickBooks, Python, Blockchain, Power BI",6,10,120000
414,Logistics Manager,Logistics Manager,2025-02-08,2025-02-28,2025-03-30,Transport & Logistics,Constantine,Licence,15,Internship,4,,0,1,64000
415,Auditor,Risk Manager,2025-04-27,2025-05-20,2025-06-19,Finance,Constantine,Licence,15,CDI,3,"Blockchain, Excel, Tableau, Financial Modeling, R",2,3,94000
416,Supply Chain Analyst,Customs Compliance Officer,2025-02-17,2025-03-10,2025-04-09,Transport & Logistics,Algiers,No Formal Education,0,CDD,3,,0,1,42000
417,Energy Auditor,Wind Turbine Engineer,2025-03-14,2025-04-05,2025-05-05,Renewable Energy,Bejaïa,Ingénieur d'État,19,CDI,5,,4,6,126000
418,Customs Compliance Officer,Customs Compliance Officer,2025-04-16,2025-04-23,2025-05-23,Transport & Logistics,Tipaza,Licence,15,Alternance,7,,0,1,64000
419,Geologist,Blasting Technician,2025-03-21,2025-03-29,2025-04-28,Mining,Blida,Master,17,CDI,3,,6,10,160000
420,Drilling Supervisor,Reservoir Engineer,2025-04-19,2025-05-14,2025-06-13,Energy & Petroleum,Blida,Master,17,CDI,6,"Drilling Engineering, Enhanced Oil Recovery, Artificial Lift Systems, Supply Chain Management, Computational Fluid Dynamics",6,7,200000
421,Tour Guide,Event Coordinator,2025-04-11,2025-04-24,2025-05-24,Tourism & Hospitality,Algiers,Licence,15,Freelance,6,,2,5,49000
422,Cybersecurity Analyst,Cybersecurity Analyst,2025-04-07,2025-05-03,2025-06-02,Information Technology,Skikda,No Formal Education,0,Freelance,4,"PHP, PowerShell, Linux, Bash, Database Design, Software Testing",0,1,71000
423,Project Engineer,Quantity Surveyor,2025-04-23,2025-05-16,2025-06-15,Construction,Algiers,Ingénieur d'État,19,Freelance,6,,4,8,90000
424,Aquaculture Technician,Quality Assurance Officer,2025-03-24,2025-04-14,2025-05-14,Fisheries,Annaba,Ingénieur d'État,19,CDI,6,"Food Safety, Value Addition, Hatchery Management, Water Quality, Stock Modeling, Climate Adaptation",4,7,49000
425,Quality Control Inspector,Quality Control Inspector,2025-04-28,2025-05-26,2025-06-25,Manufacturing,Sétif,Doctorat,20,Alternance,2,"Robotics, Digital Twin, SCADA, PLC Programming, MES, CAD Software",0,2,78000
426,Fishery Inspector,Fishery Inspector,2025-03-05,2025-03-20,2025-04-19,Fisheries,Annaba,Licence,15,Internship,8,"Fisheries Policy, Food Safety, Market Analysis, Fisheries Extension",0,1,36000
427,Avionics Engineer,Defense Analyst,2025-04-30,2025-05-11,2025-06-10,Aerospace & Defense,Blida,Master,17,Alternance,8,,0,1,162000
428,Data Scientist,Cybersecurity Analyst,2025-04-28,2025-05-02,2025-06-01,Information Technology,Tébessa,Ingénieur d'État,19,CDD,10,"Git, Debugging, TypeScript, Rust",4,5,143000
429,Academic Advisor,Teacher,2025-03-06,2025-03-27,2025-04-26,Education,Oran,Doctorat,20,Freelance,7,"Special Needs Education, Scratch, Teacher Training, Project-Based Learning",8,11,60000
430,E-Commerce Manager,Marketplace Coordinator,2025-03-02,2025-03-24,2025-04-23,E-Commerce,Oran,Doctorat,20,CDD,6,,8,12,100000
431,Instructional Designer,Curriculum Developer,2025-04-03,2025-05-02,2025-06-01,Education,Algiers,Baccalaureate,12,Freelance,3,"Instructional Design, Collaborative Learning, Faculty Development, Special Needs Education, ESL Instruction, Montessori Methods",0,1,40000
432,Avionics Engineer,Avionics Engineer,2025-04-12,2025-04-30,2025-05-30,Aerospace & Defense,Algiers,Doctorat,20,CDD,4,,8,10,180000
433,UX/UI Designer,E-Commerce Manager,2025-03-11,2025-03-12,2025-04-11,E-Commerce,Bejaïa,Licence,15,Alternance,4,,0,2,73000
434,Marine Biologist,Aquaculture Technician,2025-03-26,2025-04-10,2025-05-10,Fisheries,Tiaret,Baccalaureate,12,Internship,4,"Vessel Operations, Fisheries Economics, Water Quality, Small-Scale Fisheries",0,1,30000
435,Wind Turbine Engineer,Energy Auditor,2025-02-24,2025-03-19,2025-04-18,Renewable Energy,Oran,Master,17,Internship,3,,0,1,116000
436,Software Engineer,Data Scientist,2025-02-27,2025-03-16,2025-04-15,Information Technology,Algiers,Master,17,CDI,5,"Big Data, Ruby, Bash, Kotlin, Rust, HTML",6,8,150000
437,Quantity Surveyor,Quantity Surveyor,2025-04-25,2025-05-07,2025-06-06,Construction,Algiers,Master,17,Internship,5,,0,1,81000
438,Guest Services Manager,Event Coordinator,2025-03-12,2025-03-25,2025-04-24,Tourism & Hospitality,Constantine,Ingénieur d'État,19,CDI,2,,4,6,58000
439,Risk Manager,Risk Manager,2025-05-03,2025-05-31,2025-06-30,Finance,Jijel,Licence,15,Alternance,4,"Risk Analysis Tools, Tableau, R, Power BI, QuickBooks, Python",0,2,88000
440,Defense Analyst,Defense Analyst,2025-04-16,2025-04-29,2025-05-29,Aerospace & Defense,Constantine,Doctorat,20,CDI,7,,8,15,180000
441,Medical Technologist,Medical Technologist,2025-04-01,2025-04-01,2025-05-01,Healthcare,Algiers,Baccalaureate,12,Alternance,6,,0,2,54000
442,Instructional Designer,Curriculum Developer,2025-03-29,2025-04-07,2025-05-07,Education,Annaba,Master,17,Freelance,6,"Educational Technology, Project-Based Learning, Learning Analytics, Education Nonprofits, Bloom's Taxonomy",6,9,60000
443,Quantity Surveyor,Project Engineer,2025-02-15,2025-02-26,2025-03-28,Construction,Constantine,No Formal Education,0,CDI,2,,0,1,46000
444,Merchandiser,Inventory Coordinator,2025-04-17,2025-05-06,2025-06-05,Retail,Biskra,Doctorat,20,Internship,2,"Retail Buying, Social Commerce, Supply Chain, Retail Technology, Assortment Planning, Private Label Development",0,1,57000
445,Policy Analyst,Policy Analyst,2025-03-26,2025-04-21,2025-05-21,Public Sector,Algiers,Master,17,Alternance,7,,0,1,63000
446,Risk Manager,Financial Analyst,2025-04-21,2025-05-02,2025-06-01,Finance,Constantine,Licence,15,Freelance,7,"SQL, Tableau, Power BI, Risk Analysis Tools",2,5,97000
447,Digital Services Manager,Policy Analyst,2025-04-15,2025-05-08,2025-06-07,Public Sector,Algiers,Baccalaureate,12,Freelance,1,,0,1,43000
448,Guest Services Manager,Event Coordinator,2025-04-10,2025-05-03,2025-06-02,Tourism & Hospitality,Sétif,Doctorat,20,Freelance,6,,8,14,60000
449,Defense Analyst,Defense Analyst,2025-03-22,2025-03-22,2025-04-21,Aerospace & Defense,Annaba,Licence,15,Freelance,1,,2,5,148000
450,Instructional Designer,Academic Advisor,2025-02-16,2025-03-02,2025-04-01,Education,Annaba,Licence,15,Alternance,10,"Robotics Education, Education Policy, Grant Writing, Bloom's Taxonomy, Andragogy",0,1,46000
451,Wind Turbine Engineer,Wind Turbine Engineer,2025-02-28,2025-03-19,2025-04-18,Renewable Energy,Annaba,Ingénieur d'État,19,CDI,2,,4,6,126000
452,Software Engineer,DevOps Engineer,2025-04-15,2025-04-26,2025-05-26,Information Technology,Béjaïa,Doctorat,20,Internship,9,"R, HTML, UI/UX Design, Linux, Artificial Intelligence",0,1,143000
453,Blasting Technician,Geologist,2025-03-08,2025-04-05,2025-05-05,Mining,Biskra,Ingénieur d'État,19,Alternance,1,,0,1,132000
454,Reservoir Engineer,HSE Specialist,2025-03-14,2025-04-05,2025-05-05,Energy & Petroleum,Constantine,Master,17,CDD,8,"Upstream Operations, Energy Policy, Energy Transition, Oilfield Chemicals, Asset Integrity, GIS Applications",6,9,200000
455,Medical Technologist,Registered Nurse,2025-04-01,2025-04-26,2025-05-26,Healthcare,Constantine,Master,17,Internship,5,,0,1,73000
456,Irrigation Specialist,Irrigation Specialist,2025-03-12,2025-04-01,2025-05-01,Agriculture,Annaba,Doctorat,20,Alternance,7,"Vertical Farming, Regenerative Agriculture, Agronomy, Agricultural Economics, Weather Forecasting, Crop Modeling",0,2,48000
457,Medical Technologist,Medical Technologist,2025-04-20,2025-05-16,2025-06-15,Healthcare,Algiers,Ingénieur d'État,19,Alternance,2,,0,2,70000
458,Irrigation Specialist,Agri-Tech Developer,2025-03-11,2025-03-28,2025-04-27,Agriculture,Constantine,Doctorat,20,Internship,4,"Seed Technology, Drone Technology, Food Safety, Organic Farming, Fisheries Management",0,1,48000
459,Inventory Coordinator,Merchandiser,2025-04-16,2025-05-08,2025-06-07,Retail,Algiers,No Formal Education,0,CDI,2,"Loyalty Programs, Retail IoT, Retail KPIs, Visual Merchandising, Store Operations",0,1,29000
460,Portfolio Manager,Portfolio Manager,2025-03-05,2025-03-19,2025-04-18,Finance,Mostaganem,Ingénieur d'État,19,Alternance,3,"R, QuickBooks, Financial Modeling, Blockchain, Risk Analysis Tools, Excel",0,1,101000
461,Registered Nurse,Medical Technologist,2025-03-03,2025-03-14,2025-04-13,Healthcare,Constantine,Baccalaureate,12,Alternance,8,,0,1,53000
