job title,hiring organization,department,seniority level,date posted,application deadline,valid through,sector,job location,experience required,education requirement,education_years,type of contract,available posts,description,benefits,predicted_salary_dzd,inferred_skills
Video Editor,Global Solutions,Legal,Lead,21 November 2024,08 January 2025,2025-01-08,Logistique,Béjaïa,1-10 ans,Bac,12,Freelance,2,"Profil recherché (FR):
Responsabilités: Java, SEO, Maintenance, SQL
Profil: Java, Coordination, Digital Marketing
Compétences: Network Security, Excel, Maintenance, Organization, Strategic Planning
Avantages: Maintenance; Graphic Design; Coordination; Cloud; Python
",,À négocier,"Kubernetes, Java, Docker, SQL, DevOps"
Financial Analyst,RetailSync,Marketing,Senior,2024-11-19,28 November 2024,2024-11-28,Finance,Annaba,9-16 ans,Doctorat,20,Freelance,3,"Profil recherché (EN):
Responsabilités: Organization, Teamwork, Project Mgmt
Profil: Teamwork; Excel
Compétences:
- Maintenance
- Research
- Logistics
- Data Analysis
Avantages: SQL; Coordination; Graphic Design; CAD
",,899166 DZD,"Budgeting, SAP, Financial Analysis, Audit"
Graphic Designer,MediCare,HR,Senior,27 July 2024,28 September 2024,2024-09-28,RH,Tizi Ouzou,9-17 ans,None,0,Freelance,2,"En tant que Senior Graphic Designer, vous serez amené à superviser les processus. Expérience requise: 9-17 ans. Éducation: None, 0 ans. Contrat: Freelance. Localisation: Tizi Ouzou. Département: HR.","Télétravail partiel, Prime performance",24% commission,"Adobe Photoshop, Sketch, Prototyping, Typography"
Project Manager,Innova Group,IT,Mid,2024-08-19,06 September 2024,2024-09-06,Santé,Alger,7-17 ans,Doctorat,20,CDD,2,"Profil recherché (FR):
Responsabilités: Python, SEO, Compliance, Teamwork, Leadership
Profil: Network Security; Negotiation; Research; Blockchain; Graphic Design
Compétences: Leadership, Cloud, Logistics, SEO
Avantages: Technical Writing; Python
",Participation bénéfices,97% commission,"Inventory Control, Process Optimization, Lean Management, Logistics, Supply Chain Management, Quality Control"
Investment Banker,LogiTech,HR,Lead,09 April 2025,2025-04-25,2025-04-25,Marketing,Tizi Ouzou,5-11 ans,Bac,12,Alternance,10,"Contrat: Alternance. Localisation: Tizi Ouzou. Département: HR. As Lead Investment Banker, you'll perform strategic projects. Expérience requise: 5-11 ans. Éducation: Bac, 12 ans.",,À négocier,"Accounting, Investment Strategies, Budgeting, Audit, SAP"
IT Intern,CryptoStart,Sales,Senior,27 November 2024,16 January 2025,2025-01-16,RH,Béjaïa,7-12 ans,None,0,Temps partiel,1,"Profil recherché (EN):
Responsabilités: Excel, UX/UI
Profil:
- Machine Learning
- Cloud
- Logistics
- Teamwork
- Graphic Design
Compétences: Communication; Machine Learning; Logistics; Graphic Design; Customer Service
Avantages: Budgeting, Teamwork, Blockchain
","Assurance santé, Participation bénéfices, Horaires flexibles",100% commission,"Machine Learning, Cloud Computing, DevOps, Docker"
Supply Chain Analyst,BioGenix,HR,Chief,"May 03, 2024",15/06/2024,2024-06-15,Logistique,Oran,4-11 ans,Bac,12,Temporaire,10,"En tant que Chief Supply Chain Analyst, vous serez amené à gérer les relations clients. As Chief Supply Chain Analyst, you'll lead critical projects. Contrat: Temporaire. Localisation: Oran. Département: HR.",Prime performance,487258-924356 DZD,"Audit, Financial Analysis, Investment Strategies, Forecasting, Accounting, Budgeting"
Security Officer,EduPrime,IT,Lead,"Aug 18, 2024",01/10/2024,2024-10-01,Logistique,Ghardaïa,4-4 ans,Master,18,Temps plein,3,"Profil recherché (FR):
Responsabilités: Cloud, Compliance, Communication, Research
Profil: SEO, Graphic Design, Maintenance
Compétences: Teamwork, Technical Writing
Avantages:
- Digital Marketing
- Communication
","Assurance santé, Prime performance",986378 DZD,"C++, DevOps, Network Security, Java, Python, Cloud Computing"
Sales Rep,AgriGrow,Marketing,Lead,18/11/2024,2025-01-16,2025-01-16,Finance,Ghardaïa,1-4 ans,Licence,16,CDD,5,"Profil recherché (FR):
Responsabilités: Logistics; SQL
Profil:
- Cloud
- Graphic Design
- SEO
- Project Mgmt
Compétences:
- Customer Service
- Data Analysis
- Coordination
Avantages: Organization; Machine Learning; Digital Marketing; Logistics; Negotiation
","Prime performance, Ticket Restaurant, Télétravail partiel",466291-924481 DZD,"Communication, Time Management, Critical Thinking, Problem Solving, Adaptability, Teamwork"
Content Writer,AgriGrow,Operations,Junior,19/03/2025,15 June 2025,2025-06-15,Santé,Blida,10-14 ans,None,0,CDD,5,"Profil recherché (MIX):
Responsabilités: Budgeting; Technical Writing; Project Mgmt; Digital Marketing; Java
Profil: Excel, UX/UI, Blockchain
Compétences: Coordination, Blockchain, Negotiation, UX/UI
Avantages: Leadership; Cloud
",Participation bénéfices,À négocier,"SQL, DevOps, Cloud Computing, Python, C++, Docker"
Video Editor,EcoCorp,Engineering,Senior,"Apr 02, 2025",29/05/2025,2025-05-29,Juridique,Béjaïa,0-9 ans,Master,18,Temps plein,3,"Profil recherché (EN):
Responsabilités: Java, Excel, Machine Learning
Profil: Logistics, Budgeting, Organization, Strategic Planning, Communication
Compétences:
- Teamwork
- Technical Writing
Avantages: Budgeting, UX/UI, Excel, Digital Marketing, SQL
","Voiture de fonction, Horaires flexibles",À négocier,"Machine Learning, DevOps, SQL, Cloud Computing, Kubernetes, Java, Python"
Investment Banker,FutureVision,Legal,Lead,10/03/2025,31 May 2025,2025-05-31,Juridique,Annaba,5-12 ans,Licence,16,Volontariat,2,"Profil recherché (EN):
Responsabilités: Cloud; UX/UI; Blockchain
Profil: Compliance, Organization, Communication, Python, Budgeting
Compétences: Coordination, Strategic Planning, Customer Service, Communication
Avantages:
- Blockchain
- Excel
- SQL
- Research
",,À négocier,"Accounting, Excel, Risk Management, Financial Analysis, Audit"
Sales Rep,LogiTech,Finance,Mid,18/06/2024,2024-08-05,2024-08-05,Ventes,Télétravail,3-5 ans,Bac,12,Temps partiel,2,"Profil recherché (MIX):
Responsabilités:
- Graphic Design
- Java
- Blockchain
- Maintenance
- Budgeting
Profil: Project Mgmt, Machine Learning, CAD, UX/UI
Compétences: Logistics; Maintenance; Communication; Technical Writing; Coordination
Avantages:
- Compliance
- CAD
","Horaires flexibles, Télétravail partiel",251052 DZD,"Adaptability, Communication, Time Management, Critical Thinking, Teamwork, Problem Solving"
Blockchain Dev,NextGen Robotics,HR,Chief,01 February 2025,2025-03-31,2025-03-31,Finance,Saïda,0-2 ans,Doctorat,20,Volontariat,1,"Contrat: Volontariat. Localisation: Saïda. Département: HR. As Chief Blockchain Dev, you'll lead critical projects. Expérience requise: 0-2 ans. Éducation: Doctorat, 20 ans.",Horaires flexibles,302323-479910 DZD,"Critical Thinking, Teamwork, Adaptability, Communication"
Data Engineer,NextGen Robotics,Operations,Chief,26/10/2024,13/11/2024,2024-11-13,Santé,El Oued,5-15 ans,Master,18,Temps partiel,2,"Profil recherché (EN):
Responsabilités:
- Graphic Design
- Negotiation
Profil:
- Research
- Organization
Compétences: Customer Service; Network Security; Project Mgmt; Logistics; Compliance
Avantages:
- Budgeting
- Strategic Planning
- Machine Learning
- SEO
- Excel
",Voiture de fonction,755020 DZD,"Java, DevOps, Docker, Kubernetes"
Translator,RetailSync,HR,Chief,2024-07-21,12/10/2024,2024-10-12,RH,Béjaïa,3-11 ans,Bac,12,Stage,3,"Profil recherché (FR):
Responsabilités:
- Coordination
- Communication
- Python
- Graphic Design
Profil: Technical Writing, Network Security, Python
Compétences: Coordination; Logistics
Avantages:
- Graphic Design
- Excel
- Network Security
- Data Analysis
- CAD
",Horaires flexibles,À négocier,"Teamwork, Critical Thinking, Time Management, Problem Solving, Communication"
Med. Rep,AlphaTech,HR,Chief,08/02/2025,20/02/2025,2025-02-20,Finance,Sétif,5-10 ans,Licence,16,Temps partiel,5,"As Chief Med. Rep, you'll design strategic projects. Expérience requise: 5-10 ans. Éducation: Licence, 16 ans. En tant que Chief Med. Rep, vous serez amené à gérer les relations clients.","Prime performance, Ticket Restaurant",245034-592478 DZD,"Problem Solving, Critical Thinking, Communication, Time Management, Adaptability"
IT Intern,AgriGrow,Finance,Senior,2024-05-20,17 July 2024,2024-07-17,Logistique,Télétravail,3-13 ans,Licence,16,Temps partiel,3,"As Senior IT Intern, you'll design critical projects. En tant que Senior IT Intern, vous serez amené à coordonner l’équipe. Expérience requise: 3-13 ans. Éducation: Licence, 16 ans.",,429692-915790 DZD,"Docker, Network Security, SQL, DevOps, Cloud Computing"
Project Manager,Nordic Finance,IT,Lead,21/11/2024,14 December 2024,2024-12-14,Finance,El Oued,7-7 ans,None,0,Volontariat,3,"Contrat: Volontariat. Localisation: El Oued. Département: IT. Expérience requise: 7-7 ans. Éducation: None, 0 ans. As Lead Project Manager, you'll design strategic projects.",Ticket Restaurant,175927-269990 DZD,"Inventory Control, Supply Chain Management, Logistics, Quality Control, Process Optimization, Lean Management"
Translator,NextGen Robotics,Legal,Mid,23 September 2024,02 November 2024,2024-11-02,Santé,Alger,2-7 ans,Licence,16,Freelance,3,"Profil recherché (MIX):
Responsabilités: Technical Writing; Machine Learning; Budgeting; Communication; Compliance
Profil: Coordination, Digital Marketing
Compétences: Negotiation, Customer Service, Communication, SEO, Teamwork
Avantages:
- Negotiation
- Java
- Machine Learning
- SQL
- Project Mgmt
",,153203 DZD,"Adaptability, Time Management, Communication, Teamwork, Critical Thinking, Problem Solving"
Supply Chain Analyst,EduPrime,Sales,Mid,21/10/2024,01/11/2024,2024-11-01,Marketing,Constantine,6-6 ans,Doctorat,20,Volontariat,1,"Profil recherché (FR):
Responsabilités: Graphic Design; Logistics; Project Mgmt; Strategic Planning
Profil:
- Maintenance
- Negotiation
- Network Security
Compétences: Research, Customer Service
Avantages: Research; Project Mgmt; Communication
","Horaires flexibles, Formation continue",À négocier,"Accounting, Financial Analysis, Audit, SAP"
Project Manager,BioGenix,Operations,Chief,2025-01-27,05/02/2025,2025-02-05,Logistique,Tlemcen,4-7 ans,Doctorat,20,Alternance,3,"Expérience requise: 4-7 ans. Éducation: Doctorat, 20 ans. En tant que Chief Project Manager, vous serez amené à superviser les relations clients. As Chief Project Manager, you'll perform key projects.",Formation continue,693639 DZD,"Inventory Control, Lean Management, Supply Chain Management, Quality Control, Logistics, Process Optimization"
SEO Specialist,Innova Group,IT,Senior,08/03/2025,16/03/2025,2025-03-16,Ventes,Saïda,0-3 ans,Master,18,Alternance,2,"Expérience requise: 0-3 ans. Éducation: Master, 18 ans. As Senior SEO Specialist, you'll perform innovative projects. Contrat: Alternance. Localisation: Saïda. Département: IT.",Voiture de fonction,151198 DZD,"Content Strategy, Email Marketing, SEO, Social Media, Public Relations, Google Analytics"
Pharmacist,AgriFoods,Engineering,Lead,2025-03-19,2025-03-26,2025-03-26,Marketing,Béjaïa,7-17 ans,None,0,Temporaire,10,"Profil recherché (FR):
Responsabilités: UX/UI, Organization
Profil: Python, Technical Writing
Compétences:
- Data Analysis
- Negotiation
- SEO
Avantages:
- Machine Learning
- SQL
- Cloud
- Teamwork
","Ticket Restaurant, Assurance santé, Télétravail partiel",À négocier,"HIPAA Compliance, Patient Care, Clinical Trials, Medical Terminology, Pharmacovigilance"
Risk Manager,EcoCorp,Legal,Chief,"Mar 24, 2025",09 May 2025,2025-05-09,Ventes,Ghardaïa,4-5 ans,Licence,16,Freelance,10,"Profil recherché (FR):
Responsabilités: Project Mgmt; SEO; Network Security; Coordination
Profil: Java, Coordination, Customer Service, Negotiation
Compétences: Negotiation; Teamwork; Leadership
Avantages: Maintenance, Coordination
","Voiture de fonction, Ticket Restaurant, Formation continue",À négocier,"Quality Control, Supply Chain Management, Inventory Control, Process Optimization"
Digital Marketer,UrbanDev,Engineering,Mid,"Feb 23, 2025",2025-03-22,2025-03-22,Marketing,Constantine,1-7 ans,Licence,16,Freelance,3,"Contrat: Freelance. Localisation: Constantine. Département: Engineering. En tant que Mid Digital Marketer, vous serez amené à coordonner l’équipe. Expérience requise: 1-7 ans. Éducation: Licence, 16 ans.","Télétravail partiel, Formation continue",40% commission,"Docker, Python, Kubernetes, Java, SQL, Network Security"
Security Officer,SkyHigh,IT,Chief,16 June 2024,2024-07-28,2024-07-28,Santé,Tizi Ouzou,2-4 ans,Licence,16,Temps plein,1,"Profil recherché (EN):
Responsabilités: Coordination, Teamwork, Network Security
Profil: Organization, Research, Strategic Planning
Compétences: Network Security; Maintenance; Graphic Design; Strategic Planning
Avantages: Digital Marketing, Research, Organization, UX/UI
",,52% commission,"Network Security, DevOps, Kubernetes, Python"
Recruiter,RetailSync,HR,Junior,2024-12-01,01 February 2025,2025-02-01,Logistique,Sétif,4-4 ans,Master,18,Temps plein,2,"As Junior Recruiter, you'll design key projects. Contrat: Temps plein. Localisation: Sétif. Département: HR. En tant que Junior Recruiter, vous serez amené à coordonner les systèmes.","Ticket Restaurant, Participation bénéfices",326087 DZD,"Machine Learning, DevOps, Network Security, Python, C++, Docker"
Financial Analyst,Quantum Dynamics,IT,Junior,"Aug 03, 2024",25/08/2024,2024-08-25,Informatique,El Oued,3-6 ans,None,0,Stage,5,"En tant que Junior Financial Analyst, vous serez amené à superviser l’équipe. Expérience requise: 3-6 ans. Éducation: None, 0 ans. As Junior Financial Analyst, you'll manage strategic projects.","Ticket Restaurant, Formation continue, Assurance santé",753569 DZD,"Forecasting, Investment Strategies, Budgeting, Audit, Excel, SAP"
AI Ethics Consultant,AgriFoods,HR,Lead,14/03/2025,05/06/2025,2025-06-05,RH,Oran,5-10 ans,Doctorat,20,CDI,3,"Contrat: CDI. Localisation: Oran. Département: HR. En tant que Lead AI Ethics Consultant, vous serez amené à coordonner les systèmes. As Lead AI Ethics Consultant, you'll perform critical projects.","Ticket Restaurant, Télétravail partiel",À négocier,"Teamwork, Adaptability, Critical Thinking, Time Management, Communication, Problem Solving"
PR Officer,AgriGrow,IT,Lead,16 January 2025,16 April 2025,2025-04-16,Admin,Hybride,4-5 ans,None,0,Alternance,2,"As Lead PR Officer, you'll perform innovative projects. En tant que Lead PR Officer, vous serez amené à superviser l’équipe. Contrat: Alternance. Localisation: Hybride. Département: IT.","Ticket Restaurant, Formation continue, Assurance santé",409522-612141 DZD,"Critical Thinking, Time Management, Communication, Teamwork, Adaptability, Problem Solving"
Social Media Mgr,MediCare,Finance,Junior,27 December 2024,27/03/2025,2025-03-27,Finance,Béjaïa,9-13 ans,None,0,Temporaire,2,"As Junior Social Media Mgr, you'll perform strategic projects. Expérience requise: 9-13 ans. Éducation: None, 0 ans. Contrat: Temporaire. Localisation: Béjaïa. Département: Finance.","Horaires flexibles, Assurance santé",283245-417789 DZD,"Campaign Planning, Google Analytics, Content Strategy, Social Media"
HR Coordinator,AgriGrow,Engineering,Lead,14/07/2024,2024-09-02,2024-09-02,Juridique,Télétravail,6-9 ans,Licence,16,Volontariat,10,"En tant que Lead HR Coordinator, vous serez amené à coordonner les processus. Expérience requise: 6-9 ans. Éducation: Licence, 16 ans. As Lead HR Coordinator, you'll manage critical projects.",,84% commission,"Training & Development, Onboarding, HRIS, Employee Relations, Performance Management, Payroll, Recruitment"
Blockchain Dev,EcoBuild,IT,Lead,"Jun 23, 2024",03 August 2024,2024-08-03,Informatique,Ghardaïa,6-14 ans,Doctorat,20,CDD,5,"Contrat: CDD. Localisation: Ghardaïa. Département: IT. Expérience requise: 6-14 ans. Éducation: Doctorat, 20 ans. As Lead Blockchain Dev, you'll manage innovative projects.",Horaires flexibles,À négocier,"Critical Thinking, Adaptability, Communication, Time Management, Problem Solving, Teamwork"
Cloud Architect,BioGenix,Legal,Mid,11/01/2025,22 March 2025,2025-03-22,Ingénierie,Tizi Ouzou,5-5 ans,Licence,16,Temps partiel,2,"Profil recherché (MIX):
Responsabilités:
- Logistics
- Data Analysis
- Negotiation
- Graphic Design
- Leadership
Profil: Excel; Data Analysis; Machine Learning; Python; Digital Marketing
Compétences: Java; Maintenance; Organization; Customer Service
Avantages: Research, Budgeting
",Ticket Restaurant,873019 DZD,"Machine Learning, Docker, Network Security, C++, Cloud Computing, Kubernetes"
Software Engineer,CryptoStart,Marketing,Mid,"Oct 30, 2024",20/01/2025,2025-01-20,Ventes,Hybride,4-7 ans,Doctorat,20,Freelance,5,"Profil recherché (FR):
Responsabilités:
- SQL
- Leadership
Profil: Compliance; Graphic Design; Strategic Planning; UX/UI; Java
Compétences: Excel; Strategic Planning; Coordination
Avantages:
- Network Security
- Graphic Design
- Blockchain
- Negotiation
",Assurance santé,969889 DZD,"Java, Docker, SQL, Cloud Computing, Machine Learning, Kubernetes, DevOps"
Tech Writer,Creative Minds,Sales,Junior,25/11/2024,2025-02-11,2025-02-11,Juridique,Ghardaïa,4-13 ans,Licence,16,Alternance,2,"Profil recherché (EN):
Responsabilités:
- Organization
- Negotiation
- Excel
- Compliance
- Digital Marketing
Profil:
- Budgeting
- Coordination
- SQL
- Data Analysis
Compétences: CAD; Cloud
Avantages:
- UX/UI
- Organization
- Negotiation
- Strategic Planning
","Assurance santé, Voiture de fonction, Formation continue",À négocier,"DevOps, Cloud Computing, Java, SQL, Docker, Machine Learning, Python"
Social Media Mgr,AgriGrow,HR,Lead,05 June 2024,2024-07-20,2024-07-20,RH,Constantine,3-9 ans,Licence,16,Freelance,3,"Profil recherché (EN):
Responsabilités: CAD, Negotiation, SQL, Machine Learning, Logistics
Profil: Maintenance; Negotiation; Network Security; UX/UI; Machine Learning
Compétences: Maintenance; UX/UI; Python; Organization; Customer Service
Avantages: Logistics, Organization, Excel, Technical Writing, Communication
",,85% commission,"Campaign Planning, SEO, Public Relations, Brand Management, Social Media, Email Marketing, Google Analytics"
Fashion Designer,NextGen Robotics,Finance,Lead,26/10/2024,2025-01-04,2025-01-04,Ventes,Sétif,6-16 ans,Master,18,Alternance,3,"Expérience requise: 6-16 ans. Éducation: Master, 18 ans. Contrat: Alternance. Localisation: Sétif. Département: Finance. En tant que Lead Fashion Designer, vous serez amené à gérer les relations clients.","Assurance santé, Télétravail partiel",45% commission,"Illustrator, Prototyping, Figma, Typography, Sketch"
Tech Writer,AgriGrow,Engineering,Senior,2024-08-15,28 October 2024,2024-10-28,Ventes,El Oued,3-10 ans,Doctorat,20,Stage,10,"Profil recherché (FR):
Responsabilités: Negotiation; Digital Marketing
Profil:
- Network Security
- Coordination
- Blockchain
Compétences: Machine Learning; Maintenance; Organization; Communication; Excel
Avantages: Machine Learning, Python, CAD, Negotiation
",Ticket Restaurant,27% commission,"Docker, DevOps, Cloud Computing, Machine Learning, Python, SQL"
Social Media Mgr,CryptoStart,Engineering,Senior,2025-01-05,17/03/2025,2025-03-17,Santé,Alger,1-2 ans,None,0,Temps plein,1,"Profil recherché (MIX):
Responsabilités: CAD; Data Analysis; Communication; Machine Learning
Profil: Logistics, Compliance, Cloud
Compétences: Digital Marketing; SEO
Avantages: Project Mgmt, Strategic Planning, CAD
","Formation continue, Horaires flexibles",371011-428334 DZD,"Content Strategy, Social Media, SEO, Email Marketing"
Exec. Assistant,Innova Group,Marketing,Mid,2024-11-28,2024-12-29,2024-12-29,Ingénierie,Oran,9-17 ans,Bac,12,CDD,5,"Profil recherché (EN):
Responsabilités: Network Security; Strategic Planning
Profil: SEO; Cloud; Research
Compétences: Python, Java, Maintenance
Avantages: Organization, SQL, Compliance
","Prime performance, Télétravail partiel, Horaires flexibles",À négocier,"Customer Service, Office Management, Document Control, Data Entry, Scheduling"
Blockchain Dev,MediHealth,Engineering,Senior,29/11/2024,08 December 2024,2024-12-08,Logistique,Sétif,8-16 ans,Bac,12,Temps partiel,2,"Profil recherché (FR):
Responsabilités:
- Coordination
- Logistics
- Organization
Profil:
- Leadership
- Logistics
- Maintenance
- Coordination
Compétences: SQL, Coordination, Organization, Blockchain
Avantages:
- Communication
- Organization
","Ticket Restaurant, Assurance santé",22% commission,"Adaptability, Communication, Problem Solving, Time Management, Teamwork, Critical Thinking"
PR Officer,RetailSync,Operations,Junior,18 October 2024,05 December 2024,2024-12-05,Santé,El Oued,6-13 ans,Licence,16,Freelance,5,"En tant que Junior PR Officer, vous serez amené à gérer les systèmes. Expérience requise: 6-13 ans. Éducation: Licence, 16 ans. As Junior PR Officer, you'll manage strategic projects.",,À négocier,"Critical Thinking, Teamwork, Problem Solving, Time Management, Adaptability, Communication"
Supply Chain Analyst,EcoBuild,Sales,Chief,04 March 2025,13 April 2025,2025-04-13,Logistique,Tlemcen,0-7 ans,Master,18,Freelance,5,"En tant que Chief Supply Chain Analyst, vous serez amené à gérer les processus. Contrat: Freelance. Localisation: Tlemcen. Département: Sales. As Chief Supply Chain Analyst, you'll lead key projects.","Assurance santé, Voiture de fonction",1% commission,"Financial Analysis, Forecasting, SAP, Risk Management, Accounting"
QA Engineer,AlphaTech,Engineering,Chief,2024-05-05,2024-06-18,2024-06-18,Ventes,Télétravail,2-9 ans,None,0,Temporaire,3,"As Chief QA Engineer, you'll manage strategic projects. En tant que Chief QA Engineer, vous serez amené à gérer l’équipe. Contrat: Temporaire. Localisation: Télétravail. Département: Engineering.","Voiture de fonction, Prime performance, Formation continue",341450-445809 DZD,"C++, Kubernetes, Cloud Computing, Java"
Social Media Mgr,TransLogistics,IT,Mid,08 June 2024,2024-06-17,2024-06-17,RH,Tizi Ouzou,8-9 ans,Bac,12,Freelance,2,"Profil recherché (EN):
Responsabilités: Leadership, Strategic Planning, SEO, Negotiation
Profil:
- Communication
- Java
Compétences: SQL; Digital Marketing; Technical Writing; Compliance
Avantages:
- Network Security
- Compliance
","Voiture de fonction, Ticket Restaurant, Horaires flexibles",276615-482506 DZD,"Social Media, Email Marketing, Content Strategy, SEO, Brand Management, Campaign Planning, Public Relations"
Financial Analyst,LogiTech,Sales,Chief,24/01/2025,16/04/2025,2025-04-16,Marketing,Alger,5-8 ans,Doctorat,20,CDD,2,"Contrat: CDD. Localisation: Alger. Département: Sales. As Chief Financial Analyst, you'll manage innovative projects. En tant que Chief Financial Analyst, vous serez amené à superviser les systèmes.",Participation bénéfices,89% commission,"SAP, Accounting, Forecasting, Audit, Budgeting"
Chem. Engineer,MediHealth,Marketing,Junior,26/03/2025,21/05/2025,2025-05-21,Ingénierie,Annaba,8-13 ans,Bac,12,Freelance,5,"Profil recherché (EN):
Responsabilités:
- Compliance
- Network Security
Profil: Cloud; Blockchain; Technical Writing
Compétences: Research, UX/UI, Network Security
Avantages:
- Strategic Planning
- Technical Writing
","Horaires flexibles, Formation continue",464934-515419 DZD,"Kubernetes, Docker, Python, Cloud Computing, Network Security, Java, Machine Learning"
Researcher,AgriGrow,IT,Senior,"Feb 09, 2025",12 April 2025,2025-04-12,Admin,Constantine,10-19 ans,None,0,Volontariat,10,"En tant que Senior Researcher, vous serez amené à gérer l’équipe. As Senior Researcher, you'll manage innovative projects. Contrat: Volontariat. Localisation: Constantine. Département: IT.",Participation bénéfices,44% commission,"Pharmacovigilance, Patient Care, Medical Terminology, Clinical Trials"
Business Analyst,Global Solutions,Legal,Lead,"Feb 13, 2025",2025-03-20,2025-03-20,Ingénierie,Ghardaïa,3-11 ans,Master,18,CDD,3,"Profil recherché (FR):
Responsabilités:
- Network Security
- Organization
- Customer Service
- SEO
Profil: Organization; CAD
Compétences:
- Coordination
- Compliance
- Digital Marketing
- SQL
Avantages:
- Digital Marketing
- Excel
","Participation bénéfices, Télétravail partiel, Ticket Restaurant",358885-554917 DZD,"Budgeting, SAP, Investment Strategies, Audit, Accounting, Financial Analysis, Excel"
Restaurant Manager,MarketMinds,HR,Lead,2024-10-10,24 October 2024,2024-10-24,Informatique,Saïda,5-5 ans,Bac,12,Freelance,3,"En tant que Lead Restaurant Manager, vous serez amené à développer l’équipe. Expérience requise: 5-5 ans. Éducation: Bac, 12 ans. Contrat: Freelance. Localisation: Saïda. Département: HR.",Télétravail partiel,À négocier,"Logistics, Quality Control, Process Optimization, Lean Management, Inventory Control"
Supply Chain Analyst,EduPrime,HR,Senior,"Apr 15, 2025",2025-05-08,2025-05-08,Admin,Tlemcen,9-19 ans,Bac,12,Temps partiel,10,"Profil recherché (MIX):
Responsabilités:
- Machine Learning
- Blockchain
- UX/UI
- Research
Profil: SEO; Java; Negotiation; Project Mgmt; Network Security
Compétences:
- Python
- Negotiation
Avantages: Coordination; Research; Teamwork; CAD; Python
",,À négocier,"Risk Management, Accounting, SAP, Audit"
Data Engineer,Solaris,IT,Senior,05/10/2024,15/11/2024,2024-11-15,Santé,Oran,5-9 ans,Doctorat,20,CDD,3,"Profil recherché (EN):
Responsabilités: Strategic Planning, Network Security
Profil:
- Strategic Planning
- Excel
Compétences:
- SQL
- Budgeting
- Excel
- Technical Writing
Avantages: Graphic Design, Digital Marketing, Excel
","Horaires flexibles, Voiture de fonction",521053 DZD,"C++, Network Security, Docker, Cloud Computing, Java, Python, DevOps"
Sales Rep,FutureVision,Marketing,Mid,"May 09, 2024",2024-08-05,2024-08-05,Informatique,Alger,0-3 ans,Licence,16,Freelance,3,"Expérience requise: 0-3 ans. Éducation: Licence, 16 ans. En tant que Mid Sales Rep, vous serez amené à développer les systèmes. As Mid Sales Rep, you'll manage critical projects.",Assurance santé,383482-846793 DZD,"Problem Solving, Critical Thinking, Communication, Adaptability"
Cloud Architect,EcoBuild,IT,Chief,16/03/2025,02/06/2025,2025-06-02,Marketing,El Oued,8-11 ans,Bac,12,Stage,1,"Expérience requise: 8-11 ans. Éducation: Bac, 12 ans. As Chief Cloud Architect, you'll design innovative projects. En tant que Chief Cloud Architect, vous serez amené à gérer les relations clients.",,658158 DZD,"Python, SQL, Cloud Computing, Java"
Civil Engineer,Innova Group,Marketing,Mid,2024-04-29,2024-05-26,2024-05-26,Juridique,Sétif,10-18 ans,Doctorat,20,Stage,3,"Profil recherché (FR):
Responsabilités: Excel; SQL; Negotiation; Python
Profil:
- Data Analysis
- Communication
- Cloud
- Organization
Compétences: UX/UI; SQL; Data Analysis; Graphic Design
Avantages: SQL, Java, Budgeting
",,À négocier,"C++, Docker, Java, Cloud Computing, Kubernetes"
Network Admin,Quantum Dynamics,Operations,Junior,11 April 2025,2025-05-08,2025-05-08,Admin,Blida,5-13 ans,None,0,Temporaire,2,"Profil recherché (EN):
Responsabilités: Communication, CAD, Negotiation, Budgeting, Maintenance
Profil: Communication, CAD
Compétences:
- Digital Marketing
- Negotiation
- Cloud
Avantages:
- Data Analysis
- Java
","Voiture de fonction, Télétravail partiel, Assurance santé",247956-675977 DZD,"DevOps, Docker, Kubernetes, Cloud Computing, Network Security, SQL"
Security Officer,EcoCorp,Finance,Junior,02/03/2025,12 April 2025,2025-04-12,Finance,El Oued,5-7 ans,Licence,16,Volontariat,2,"Profil recherché (FR):
Responsabilités: Project Mgmt, Budgeting
Profil: CAD, Communication, Maintenance, Project Mgmt, Technical Writing
Compétences: Digital Marketing, CAD, Leadership, Blockchain
Avantages: Excel; Graphic Design; Communication; Python; Research
",,487960 DZD,"Kubernetes, Java, Python, Cloud Computing, Machine Learning, Docker"
Project Manager,AgriFoods,Engineering,Junior,29/12/2024,31 January 2025,2025-01-31,Admin,El Oued,4-9 ans,Master,18,CDI,1,"Contrat: CDI. Localisation: El Oued. Département: Engineering. En tant que Junior Project Manager, vous serez amené à superviser les relations clients. Expérience requise: 4-9 ans. Éducation: Master, 18 ans.",Ticket Restaurant,392097-523801 DZD,"Quality Control, Inventory Control, Logistics, Process Optimization, Supply Chain Management, Lean Management"
Network Admin,CryptoStart,Operations,Senior,16/11/2024,01/12/2024,2024-12-01,Juridique,Saïda,1-11 ans,Master,18,Alternance,5,"As Senior Network Admin, you'll design strategic projects. En tant que Senior Network Admin, vous serez amené à coordonner les relations clients. Contrat: Alternance. Localisation: Saïda. Département: Operations.",,À négocier,"DevOps, Machine Learning, Java, SQL, Cloud Computing, Python, C++"
